ITEM_CODE,ITEM_NAME,DEPT,VALUE
126223,"AIRPRO AIRFRESHNER ORGANIC CAN BLACKCRYSTAL 42G 24",SUPERMARKET,1239.69
128897,"FINGER TIP MOISTENER 212513ELP",STATIONERY,23.7
128940,"TAPE BROWN 48MMX45Y 1X6 264925",STATIONERY,520
125624,"MCVITIES DIGESTIVE CARAMEL 250G 12",SUPERMARKET,53.99
125769,"TUMBLER IMPERATOR 6PCS SET 310ML DXB N1288","HOUSEWARE & KITCHENWARE",99
120847,"CUSSONS BABY WIPES SOFT  SMOOTH 80 SHEETS  24",SUPERMARKET,575.76
123741,"CASSEROLE 1800ML GLASS TEMPERED G27002","HOUSEWARE & KITCHENWARE",1188
123838,"BLANKET TEDDY BEAR 200X220CM ASTD","HOME DECOR & TEXTILES",956
124447,"ORANGE IMPORT KG",SUPERMARKET,841.9048
122446,"MUG CERAMIC GRAPHIC 475ML M32012","HOUSEWARE & KITCHENWARE",14.9
124094,"CLEANING BRUSH 1909641","HOUSEWARE & KITCHENWARE",108.9
121052,"LITTLE FARM PLAY SET 136PCS 3YRS 57021","TOYS AND ENTERTAINMENT",199
122735,"UNIMAX TRIO DC BALLPEN BLUE 10MM FBTDCBL53",STATIONERY,303.24
124484,"IRISH POTATOES  KG",SUPERMARKET,403.43818
121681,"CURTAIN 52X90 BLKOUT EMB BROWN 02PA6436B","HOME DECOR & TEXTILES",47.9
138235,"ROSSWOOD PREM ROASTED CASHEW NUTS SPICED 168G  24",SUPERMARKET,1341.78
134090,"SANITA EASY LOCK  STORAGE BAG MEDIUM 50X20",SUPERMARKET,179.95
138447,"KELLOGGS FROSTIES UK 470G 8",SUPERMARKET,89.99
138585,"HAYHAY 10G 12 X 48 COCOA  576",SUPERMARKET,3.78
138587,"HAYHAY CARAMEL 12 X 48  10G  576",SUPERMARKET,7.16
137008,"PEAK EVAPORATED TIN MILK 390G  24",SUPERMARKET,1504.57
138809,"BUMBLE BABY WET WIPES 120 PCS BABY SCENTED  12",SUPERMARKET,223.93
134325,"FRESHDAYS NORMAL SCENTED 72 X 6",SUPERMARKET,359.94
134465,"ENERGIZER FLASHLIGHT 3AAA METAL MLHH32","ELECTRICAL APPLIANCES",89
135875,"FABER CASTELL CRAYON WAX REGULAR 6PCS 75MM 120006",STATIONERY,8.9
137558,"MR BOSTON BLENDED WHISKY 1L 12",SUPERMARKET,2759.88
134596,"BEENO SHAPES  CHICKEN 120GMS 20",SUPERMARKET,139.95
13373,"YAZZ SANITARY PAD GREEN 24",SUPERMARKET,425.27
129669,"COLOURING BOOK XMAS PLAY PACK 2895XMPP",STATIONERY,29.98
130946,"CURTAIN JACQURD TUFT BLUE EMILY 02PA6535C","HOME DECOR & TEXTILES",79
130987,"PHILIPS LED SENSOR BULB 860W E27 WH 929002058519","ELECTRICAL APPLIANCES",149
131045,"BREF WC BLOCK POWERACTIVE OCEAN DUO 10",SUPERMARKET,527.92
132408,"GIFT WRAP PAPER WHITEPINKBLACK 53X75CM SXX2341","TOYS AND ENTERTAINMENT",109.89
131313,"CROWNSTAR COOKWARE 7PCS SET MC21804 RK","HOUSEWARE & KITCHENWARE",499
132925,"SERVING BOWL MELAMINE 7 INCHES FEILU 32107","HOUSEWARE & KITCHENWARE",29.7
132947,"CUSHION 43X43","HOME DECOR & TEXTILES",276
131795,"APPLES PINK LADY  KG",SUPERMARKET,941.70375
149044,"SANKOFA PLANTAIN CHIPS LIGHTLY SALTED 140G  10",SUPERMARKET,377.91
146407,"HARPIC BLOCK POWER POWER PLUS 35G  6",SUPERMARKET,339.9
146492,"PILLOW BED N BATH 50X70CM BBPP5070","HOME DECOR & TEXTILES",159
148545,"PERLA MINERAL WATER 500ML 15",SUPERMARKET,14.31
148625,"HOOKS 5UNITS OVER THE DOOR SSTEEL YWU","HOUSEWARE & KITCHENWARE",119.5
148701,"MEDAL GOLDSILVERCOPPER","SPORTS & FITNESS",63.6
148802,"WASHING MACHINE RACK SAILBOAT METAL YWU","HOUSEWARE & KITCHENWARE",398
148832,"CAKE BOARD SQUARE 2MM  35CM OWN USE",SUPERMARKET,699.93
148973,"NOURA SOAP  BIG 275G  36",SUPERMARKET,31.16
139777,"MUG 330ML CERAMIC POLKA DOTS YWU","HOUSEWARE & KITCHENWARE",19.8
144772,"MOP W METAL STICK HEAVY DUTY P8442","HOUSEWARE & KITCHENWARE",34.9
14503,"FLORA WRAPPED TROLL 2PLY 1 X 10 X 7",SUPERMARKET,614.85
145673,"PRETTY COTTON PLEATS 80G    12",SUPERMARKET,323.88
155750,"REXONA DEO SPRAY MEN 72H  ANTIBACT PRO 200ML 12",SUPERMARKET,42.99
154638,"MILLIONAIRE FASTLANE BOOK MJ DEMARCO",STATIONERY,59
156612,"ARTIFICIAL FLOWER 5  4 COLOUR MIX","HOME DECOR & TEXTILES",22.9
154169,"B  FORMULAS FACIALWIPES  MICELLAR FACE 25S 12",SUPERMARKET,20.49
155119,"DEW DKLE LAVENDER ALCOHOL WIPES  20   50",SUPERMARKET,45.98
157202,"SERVING TRAY MELAMINE 12 INCHES ZHN A012","HOUSEWARE & KITCHENWARE",116.1
157221,"FRUTAS TREASURE FRESH GRAPE JUICE 100 JUICE 300ML",SUPERMARKET,628.83
151590,"GALAXY PLUS XPOSE DEO SPRAY  WHITE 200ML 12",SUPERMARKET,31.99
149219,"AIRPRO NAPHTALENE BALLS COLOURED WHITE 300G  60",SUPERMARKET,516.78
153240,"FRUTAS TREASURE FRESH GRAPE JUICE 100 JUICE 500ML",SUPERMARKET,1273.74
149372,"NASCO FRIDGE DD 158L NASF218FL","ELECTRICAL APPLIANCES",3599
153306,"THANK YOU GOD FAMILY",STATIONERY,119.4
152103,"PAPER GLUE FINE 100ML ABB",STATIONERY,8.9
152126,"STICKY NOTE 100SHEETS ABB",STATIONERY,89.1
150593,"LINC PENTONIC BALL PEN AST 50 PC IN DISPENSR 07MM",STATIONERY,440.7
152261,"MCBERRY PURE DELIGHT BITE MILK CREAM WAFER 13G 72",SUPERMARKET,85.14
151022,"PAMPER MINCE CHICKEN 85GMS  36",SUPERMARKET,31.98
151029,"BIGOO COLA DRINK 350ML 20",SUPERMARKET,125.58
151038,"BIGOO GRAPES DRINK 350ML 20",SUPERMARKET,104.65
152777,"YOGLAIT YOGHURT BANANA 200ML 1",SUPERMARKET,47.45
164027,"JOLLY BASKET SMALL  PLASTIC 50360","HOUSEWARE & KITCHENWARE",25.8
164204,"MAZBIT TASTY TREATS GROUNDNUTS CAKE  60G  40",SUPERMARKET,38.28
165820,"ENOS PALM NUT PULPTURKEY BERRY  PREKESE 1KG 20",SUPERMARKET,176.97
163167,"MISSION FOODS TORTILLA CHIPS ORIGINAL 200G  10",SUPERMARKET,171.96
164760,"CAULIFLOWER SMALL TGO",SUPERMARKET,259.87
163454,"PHILIPS LED BULB 9W B22 6500K 929002308413","ELECTRICAL APPLIANCES",25.9
164919,"FINE FACIAL FLUFFY 350X2 PLY 18",SUPERMARKET,382.33
161832,"FRESH IMPORT CLEMENTINE JUICE 250ML",SUPERMARKET,279.93
159600,"GALAXY PLUS CONCEPT SPRAY SENSE 200ML 12",SUPERMARKET,223.93
160801,"WINDOW SHADE BLACKOUT ROLLER 45WHITE100X120CM","HOME DECOR & TEXTILES",1791
160819,"WINDOW SHADE BLACKOUT ROLLER 451140X180CM","HOME DECOR & TEXTILES",1974
159696,"JUKI NUTS CHILI ROASTED CASHEWS 150G  30",SUPERMARKET,1325.74
160834,"WINDOW SHADE BLACKOUT ROLLER 452160X180CM","HOME DECOR & TEXTILES",2274
160838,"WINDOW SHADE BLACKOUT ROLLER 452200X200CM","HOME DECOR & TEXTILES",3672
159752,"PENCIL CASE A5 WITH ZIPPER",STATIONERY,32.9
159861,"PIN SMALL 40PCS",STATIONERY,4.9
161313,"SOUP MUG CERAMIC LINE EMBOSSED 1359 SSPD YWU","HOUSEWARE & KITCHENWARE",22.9
162444,"SABA MULTIPURPOSE SOAP FRUITY GRAPES 250G  36",SUPERMARKET,8.99
162593,"MULTIFUNCTIONAL BENCH ECO CSB13 28804","SPORTS & FITNESS",3199
160317,"PYREX ROASTER WLID RECT GLASS 26L 243A0008044","HOUSEWARE & KITCHENWARE",1116
172957,"ARIEL HIGH STUD DETERGENT LAVENDER 35KG 4",SUPERMARKET,749.98
172967,"ARIEL HIGH STUD LAVENDER 1KG  12",SUPERMARKET,239.97
172969,"ARIEL HIGH STUD DOWNY 1KG  12",SUPERMARKET,639.92
174419,"DISCOVERING DELIGHTS FLAP DINOSAUROCEAN LIFE",STATIONERY,156
174510,"DOMS ERASER PEPCILS DUSTFREE 2PCS 80182",STATIONERY,-3.9
173749,"KIVO 100 NATURAL ROSEMARY POWDER 5G 240",SUPERMARKET,18.69
175022,"DRAWING BOOK STEPS TO SKILLFUL DRAWING EB1368",STATIONERY,512.3
171741,"CUP AND SAUCER SET LDSSTK010","HOUSEWARE & KITCHENWARE",5.8
171990,"TOTAL LITHIUMION IMPACT DRILL TIDLI201452","HARDWARE & BUILDING MATERIAL",1599
175180,"WALLS FEAST MAX CHOCOLATE 65ML 42",SUPERMARKET,15.98
175196,"SEARA CUT GREEN BEANS 400G 20",SUPERMARKET,719.76
166703,"CAMPA RED GRAPE JUICE 750ML 6",SUPERMARKET,494.89
168859,"UTILITY KNIFE 45 HCH147 RJK","HOUSEWARE & KITCHENWARE",-14.9
166876,"FLYCIP FLYING INSECTS INSECTICIDE 750ML  15",SUPERMARKET,601.93
169955,"TRUESMILE TOOTHPASTE  BRUSH PROPURPLE 100ML  12",SUPERMARKET,80.97
169963,"SANTAY SHITO HOT CHILLI SAUCE 290G  6",SUPERMARKET,463.92
167068,"NASCO GAS COOKER 4B 60X60 SIL NASGCSNIPER60S","GAS COOKER & ACCESSORIES",3299
167145,"BEAUTY FORMULAS TEA TREE FACIAL WASH 150ML  12",SUPERMARKET,32.99
167239,"COWBELL MILK PWDER VITARICH SACHET 23G  120",SUPERMARKET,686.28
167241,"COWBELL MILK POWDER VITARICH  SACHET 14G  240",SUPERMARKET,234.33
170391,"CHUPA CHUPS COLA STIX 6X150X10G",SUPERMARKET,5.98
168602,"FABER CASTELL COLOUR PENCIL SET 36PCS 118036",STATIONERY,69
179590,"LEBANESE CUCUMBER PK FM",SUPERMARKET,83.97
181855,"FABER CASTEL TRIFLOW BALL PEN 07MM 50P BLU 340750",STATIONERY,118.9
181937,"COFFEE TABLE UP OAKWHITE 4565",FURNITURE,799
181970,"JUG W6PCS TUMBLER 1500300ML MYQ9318","HOUSEWARE & KITCHENWARE",207
181997,"FABER CASTELL ROLLER PEN BLUE 1BOX 548601",STATIONERY,25.8
180096,"DOVE STICK 40ML POWDER SOFT 6",SUPERMARKET,49.49
180205,"PRINCESS POWDER SS 200GR  4",SUPERMARKET,104.93
180240,"SOLDIER MENTHOLATED BAR SOAP 125G  36",SUPERMARKET,337.74
180258,"SOLDIER MENTHOLATED OIL 125ML 2DZ  6",SUPERMARKET,767.76
17878,"REXONA RON WOMEN ALOE VERA 50ML 6 8354898",SUPERMARKET,25.99
178039,"BOWL EMBOSSED 7 SW007EB RJK","HOUSEWARE & KITCHENWARE",89.4
178178,"SHOWER HEAD W15M  SJT143","HOME DECOR & TEXTILES",198
178193,"BATH GLOVES COTTON AND LINEN YWU","HOUSEWARE & KITCHENWARE",273.9
179203,"DIARY 25X175CM B5 80GSM YW",STATIONERY,20.9
179339,"ADDME GROUNDNUT PASTE 350G  12",SUPERMARKET,65.98
186093,"GLASS SET 6PCS 125ML CLEAR 41436D RJK","HOUSEWARE & KITCHENWARE",708
186097,"GLASS SET 12PCS 125ML CLEAR 4143505BD RJK","HOUSEWARE & KITCHENWARE",1290
186963,"LUNCH BOX  1350ML KIDS PLASTIC D3115B027 YWU","HOUSEWARE & KITCHENWARE",59
187091,"SERVING TRAY WHANDLE 35X32X5CM ACRYLIC 1882M","HOUSEWARE & KITCHENWARE",39.9
187170,"UTILITY KNIFE 5INCHES IDA823KD0010","HOUSEWARE & KITCHENWARE",79.6
186369,"FINI STRAWBERRY TONGUE DRUMLID KG",SUPERMARKET,499.98
186373,"FINI HALAL FIZZY CHERRY 90G 12",SUPERMARKET,131.94
186374,"FINI SOUR STRAWBERRY STIXS PACK 90G 12",SUPERMARKET,21.99
186375,"FINI PECTIN FILLED STRAWBERRY LANCES SPACK 85G 12",SUPERMARKET,21.99
187297,"CURTAIN ROD MATT BLACK 3BRAKET 160300CM A15300MB","HOME DECOR & TEXTILES",693
187311,"CURTAIN ROD POLIS CROM 2BRAKET 120210CM A06210PC","HOME DECOR & TEXTILES",1032
187711,"BATH MAT PLASTIC 39X100CM 4COLOR MIX","HOME DECOR & TEXTILES",190
183187,"GLADE AUTOMATIC SPRAY REFILL OCEAN ESCAPE 269ML 6",SUPERMARKET,129.98
183406,"LUCKY STAR PILCHARDS IN CHILLI SAUCE 155G  24",SUPERMARKET,10.99
185193,"AKAI BOX FAN 12 EF127A1207B","ELECTRICAL APPLIANCES",349
184476,"CUP TRANSPARENT WLID 625ML PLASTIC HL0039TLC96","HOUSEWARE & KITCHENWARE",4.9
193256,"NOX BALL PEN BLUE 2260112BOX",STATIONERY,26.28
193257,"NOX BALL PEN BLACK 2260212BOX",STATIONERY,26.28
193289,"KIDS FIRE FIGHTING VEHICLE TOY OPP HCL","TOYS AND ENTERTAINMENT",520
194648,"POM POM B 3DESIGNS HCL O51020","TOYS AND ENTERTAINMENT",83.96
194665,"CASSEROLE WLID GLASS BW003","HOUSEWARE & KITCHENWARE",332.1
192523,"TISSUE HOLDER SILVER SS HFXJ001","HOUSEWARE & KITCHENWARE",258
192359,"STAPLES 246 MP59607",STATIONERY,27.93
192360,"STAPLES266 MP59608",STATIONERY,20.94
189658,"3PCS KITCHEN TOWEL SET 43X68CM CP ASSORT MYQ91900","HOME DECOR & TEXTILES",75.8
189736,"PERLA ACTIVE APPLE DRINK  500ML 12",SUPERMARKET,3.49
191723,"MYBISCUIT YOGURT WAFER 130G 24",SUPERMARKET,239.94
191084,"FOGG SCENT EDP CZAR 30ML 72",SUPERMARKET,375.92
191835,"BUTCHERS DELICIOUS DINNERS JUMBO PACK 100G 40",SUPERMARKET,84.95
189314,"HOME APP  MOBILE PH PROTECTION PLAN 500110000",MISCELLANEOUS,-555
190558,"BLACK BOARD ASTAND 52X50X82CM CB5250",STATIONERY,1158
189395,"DANO UHT FULLCREAM MILK 35 FAT 200ML 24",SUPERMARKET,10.49
200955,"HOLY INSECTICIDE SPRAY 600ML  24",SUPERMARKET,328.41
196134,"BMW RC CAR TOY HG4107","TOYS AND ENTERTAINMENT",996
197986,"MCBERRY PURE DELIGHT MILK COOKIES BISCUITS 54G 144",SUPERMARKET,288.55
197116,"MCBERRY DUBAI CHOCOLATE ORIGINAL WAFER 20G 144",SUPERMARKET,156.96
195764,"WESTINGHOUSE TUMBLER STAINLESS STEEL WCBL0059","HOUSEWARE & KITCHENWARE",169
19820,"ENERGIZER BATTERY ALKALINE AAA MAX42 1X12PK","ELECTRICAL APPLIANCES",77.9
35805,"ROYAL DADDY BROWN SUGAR 1KG  20",SUPERMARKET,629.82
29393,"PEPSODENT CAVITY FIGHTER  200G  36",SUPERMARKET,206.91
42928,"RITTER WORLD EXTRA FINE MILK CHOCOLATE 100G  12",SUPERMARKET,46.99
42962,"MAXIM ZONE 1 THICK BLEACH 45L 5",SUPERMARKET,517.93
21720,"SHINE BLACK GLOVES MEDIUM 100PCS  10",SUPERMARKET,144.98
37062,"HARPIC ACTIVE FRESH MOUNTAIN PINE  725ML   12",SUPERMARKET,428.89
22635,"SANKOFA SWEET PLANTAIN CHIPS CINNAMON FLAV 50G 25",SUPERMARKET,299.8
24852,"MYSTIC ORCHARD AUTO REFILL  JASMINE  12",SUPERMARKET,350.91
48388,"5 STAR ENERGY DRINK 350ML  12",SUPERMARKET,4.59
202576,"FROSTED OBLIQUE BOWL 75 C6089M","HOUSEWARE & KITCHENWARE",405.6
204061,"NASCO CHEST FREEZER SD 288L NAS400FLG","ELECTRICAL APPLIANCES",4299
204407,"MCPHILIX PLANTAIN CHIPS RIPENED KELEWELE 200G  40",SUPERMARKET,1151.68
202846,"SERVING POT 2L CRYSTAL BW2200LJ","HOUSEWARE & KITCHENWARE",472
206226,"KIVO COCONUT 4 IN 1 GARI SOAKING MIX 60G  40",SUPERMARKET,8.37
87622,"SENAC SPARKLING COCKTAIL YELLOW  375ML 12",SUPERMARKET,-57.98
74971,"MEANNAN FINEST QUALITY PLANTAIN FUFU 750G 12",SUPERMARKET,54.99
87987,"JUVER SELECCION ORANGE BOTTLE JUICE  850ML  12",SUPERMARKET,552.37
75560,"FIZZ BLUEBERRY CIDER ALC 40 DRINK 500ML 24",SUPERMARKET,29.49
84828,"PARIDOX BLACK SOAP MIXTURE 500G  20",SUPERMARKET,719.82
75776,"SERVING BOWL MELAMINE 12 INCHES ZHN F00912","HOUSEWARE & KITCHENWARE",34.9
88403,"SAUCE BOTTLE 2PCS SET D8878813A YWU","HOUSEWARE & KITCHENWARE",108.9
76009,"DALGETY GREEN TEA  GINGER 40G 36",SUPERMARKET,45.99
81505,"DOLAIT NATURAL PLAIN YOGHURT 200G 1",SUPERMARKET,46.47
85671,"ALUMINIUM FOIL 20PCS CONTAINER WITH LID 6422 RJK","HOUSEWARE & KITCHENWARE",59.8
89083,"WOODEN CLIP BOARD",STATIONERY,13.9
86133,"JAMAA CLASSIC LAUNDRY SOAP 800G   16",SUPERMARKET,699.72
77586,"5 STAR KAESAR COCKTAIL DRINK 350ML  16",SUPERMARKET,8.67
56622,"TRADITION FACIAL TISSUE  2PLY  150TISSUES   36",SUPERMARKET,367.68
56679,"CAMEL ANTISEPTIC LIME FRESH  1L  12",SUPERMARKET,94.99
64548,"DOLAIT VANILLA DRINKING YOGHURT 200ML  10",SUPERMARKET,59.94
49718,"FA ROLLON AQUA FRESH 50ML  24",SUPERMARKET,167.93
49726,"FA ROLLON PINK PASSION 50ML  24",SUPERMARKET,446.31
49728,"FA  ROLLON CARRIBEAN LEMON 50ML  24",SUPERMARKET,375.84
65159,"LORENZ CRUNCHIPS SALT VINEGAR 100GMS  12",SUPERMARKET,454.87
50998,"SERVING TRAY MELAMINE 15 INCHES ZHN A32015","HOUSEWARE & KITCHENWARE",362.7
67041,"PRESIDENT UNSALTED BUTTER 200G 40",SUPERMARKET,159.98
71757,"PARIDOX ALATA SAMINA BSGEL NONI 450ML  20",SUPERMARKET,209.95
62260,"5 STAR KAESAR APPLE DRINK 350ML 16",SUPERMARKET,5.78
72787,"HEAVEN NAPHTHALENE BALL CANFA 150G  120",SUPERMARKET,263.76
64003,"NIVEA MEN DEO ROLL ON FRESH ACTIVE 50ML 30",SUPERMARKET,759.8
69353,"MYSTIC ORCHARD AUTO REFILL  CASHMERE  48",SUPERMARKET,79.98
X472,"IDEAL ORIGINAL EVAPORATED MILK 370G 24",SUPERMARKET,2348.13
X582,"PEAK FULL CREAM EVAPORATED MILK 160G  48",SUPERMARKET,335.79
A993,"CERES RED GRAPE BOTTLE 275ML 24",SUPERMARKET,799.68
CL613,"BASIN WITH LID 6LTR 32CMX15CM","HOUSEWARE & KITCHENWARE",396.9
X989,"MEDISOFT SOAP PINK 90G 72",SUPERMARKET,279.6
CL627,"QUEEN OF CASSEROLE 2PCS SET PLASTIC 1800ML2500ML","HOUSEWARE & KITCHENWARE",483
D504,"PRIMA LIQUID SOAP LEMON 25L 10",SUPERMARKET,479.9
TH043,"THERMOS COOLER 3PCS SET 55L 4L 3L SSPD","HOUSEWARE & KITCHENWARE",649
90609,"CURTAIN ROD SINGLE 120210 11062210PG","HOME DECOR & TEXTILES",595
93866,"DUMBBELL RACK OWN USE LRK106","SPORTS & FITNESS",2299
96184,"GREEN WORLD MACHINE REFILL LAVENDERCHAMOMILE  24",SUPERMARKET,286.93
98264,"LAYS POTATO CHIPSSPRING ONIONCHEESE 23G  30",SUPERMARKET,35.96
96458,"VISTA EXERCISE BOOK CHIP BOARD BOND",STATIONERY,39.2
96461,"NIVEA COOL KICK APERSP DEO SPRAY MEN  250ML  6",SUPERMARKET,141.98
91452,"POPULAR FILLED EVAPORATED MILK 150G 24",SUPERMARKET,39.45
91460,"NUTELLA WITH BREADSTICKS TO GO 52G 24",SUPERMARKET,30.99
98541,"GETTOL ANTISEPTIC LEMON 500ML  24",SUPERMARKET,377.88
91532,"DETTOL SOAP EVEN TONE  160G  48",SUPERMARKET,571.74
91548,"DETTOL SOAP SKINCARE  110G  72",SUPERMARKET,1144.71
91549,"DETTOL SOAP BEST EVER COOL 105G 72",SUPERMARKET,695.52
94806,"IRISH POTATOES BAGKG",SUPERMARKET,59.97
96972,"STATIONERY SET QY30",STATIONERY,12.9
94968,"HERMAN MUSTARD SAUCE PET BOTTLE  226ML  12",SUPERMARKET,74.97
95010,"DOUX CHICKEN SAUSAGES 340G 24",SUPERMARKET,45.98
97249,"SAIRO ROLL ON  MEN STRESS CARE 50ML   12",SUPERMARKET,95.96
97314,"DRAWING BOOK 4 TITLES EB692",STATIONERY,151.9
97352,"SAIKIRPA NAPHTHALENE BALLS WHITE 300G  60",SUPERMARKET,815.66
92310,"AMERICAN GOURMET COCONUT MILK 400ML 24",SUPERMARKET,404.85
99427,"RITTER SPORT MILK CHOCO WITH  HAZELNUTS 100GRX 12",SUPERMARKET,46.99
99663,"STYLE UP ROLL ON SPICE 50ML  6",SUPERMARKET,159.84
99665,"STYLE UP ROLL ON ACTIVE 50ML  6",SUPERMARKET,129.87
06571,"MEANNAN GROUNDED GINGER 200G 12",SUPERMARKET,373.41
08490,"SANKOFA SWEET PLANTAIN CHIPS CHILI BEEF 50G 25",SUPERMARKET,329.78
08736,"GOODYS SPICY SHITO HOT BEEF 845G 12",SUPERMARKET,2174.85
08340,"EMBORG PEAS  CARROTS 450G 24",SUPERMARKET,131.97
09935,"KINDER CHOCOLATE T4 50G X 20",SUPERMARKET,860.59
100059,"STORAGE RACK WWHEELS 4 LAYER PLASTIC 7073 YWU","HOUSEWARE & KITCHENWARE",199
101058,"N0 8 SEAFOODS RINGS CHIPS 20G  60",SUPERMARKET,99.71
102103,"SURE APA WOMEN PINK BLUSH 250ML  6",SUPERMARKET,257.94
102203,"BEAUTY FORMULAS INTIMATE FEMININE WIPES 20S  24",SUPERMARKET,471.27
103492,"AMALFI SHOWER GEL MINERAL CREAM 750ML  16",SUPERMARKET,29.99
104796,"GULLON SUGAR FREE ZERO CHOCOLATE WAFER 180G  12",SUPERMARKET,187.96
104561,"TOILET TISSUE 48 ROLLS   1",SUPERMARKET,309.98
104955,"DESTELLO  MULTIPURPOSE CLEANER SPRAY 1L  12",SUPERMARKET,332.91
106000,"KRIS PERFUMED BODY LOTION COCOA BUTTER 200ML  36",SUPERMARKET,293.72
107789,"GREENWORLD ECO CLEAN AFRESHNER LAVENDER 500ML 12",SUPERMARKET,494.89
109739,"CUSHION VELVET POPPOM 43X43CM 400G SDF01","HOME DECOR & TEXTILES",445
117610,"PLUNGER PLASTIC UR3016","HOUSEWARE & KITCHENWARE",16.9
117671,"TOILET BRUSH PLASTIC UR3267","HOUSEWARE & KITCHENWARE",24.9
117692,"TOLSEN PADLOCK 40MM BRASS WLONG SHACKLE 55109","HARDWARE & BUILDING MATERIAL",69
118445,"SHINE PAPER CUPS 12OZ 50PCS  20",SUPERMARKET,831.74
118517,"TOREN CLASSIC CHOCOLATE RED 100G 72",SUPERMARKET,22.98
118521,"TOREN TAMAM MILK CHOCOLATE 42G 144",SUPERMARKET,84.37
118561,"AIRWICK FRESH N UP WILD BERRIES 375ML  12",SUPERMARKET,251.94
112083,"KIVO TOMATO MIX SUP 1KG  12",SUPERMARKET,725.78
114440,"EMBORG RASPBERRIES VEGETABLES  300GM 20",SUPERMARKET,699.93
110144,"BLUE BAND SPREAD FOR  BREAD 12G 10 X 25",SUPERMARKET,151.84
112554,"SLOTTED LADLE WOODENNYLON LX165619B YWU","HOUSEWARE & KITCHENWARE",257.4
114520,"SERVICE SET 2MM BURGPOWDBLUGREY PEARL BG249","HOUSEWARE & KITCHENWARE",20.3
110226,"HEX DUMBBELL HD5KG","SPORTS & FITNESS",1432
112791,"DOVE SPRAY  COCONUT AND JASMINE 250ML 24",SUPERMARKET,134.97
113090,"MR MUSCLE TOILET CLEANER CITRUS 750ML  12",SUPERMARKET,66.99
115166,"VOLTPLUS EXTENSION SOCKET 5WAY 2M VPEC5W2M1S","ELECTRICAL APPLIANCES",139
110776,"MEANNAN COATED PEANUTS 300G 12",SUPERMARKET,395.88
113184,"MIKSI COFFEE  3 IN 1 SACHET 35G 120",SUPERMARKET,699.73
110935,"YOGLAIT  YOGHURT PLAIN 500G 1",SUPERMARKET,73.98
113532,"DZIRE KETTLE 18L 1800W BLCK SS18184BEKSS18184B","ELECTRICAL APPLIANCES",195
116649,"PRINCE CHOCOLATE 130G   20",SUPERMARKET,350.73
129586,"FARAGELLO GOLD COCKTAIL NECTAR TETRAPACK 250ML  27",SUPERMARKET,271.66
126906,"PENCIL CASE ASSORTED COLOR PRINT 5030",STATIONERY,18.9
128776,"TEXTLIGHTER 12YRS LUXOR 2PCS 40112BC",STATIONERY,41.7
126224,"AIRPRO NAPHTALENE BALLS WHITE SMALL 120G   120",SUPERMARKET,1643.07
126288,"CASA DE CAMPO PEELED PLUM TOMATOES 25KG  6",SUPERMARKET,1079.91
125246,"ROMAR AIR REFRESHENER SPRAY OCEANIC 300ML  8",SUPERMARKET,439.89
127732,"PAPER BOARD ROUND CAKE 45CM YWU","HOUSEWARE & KITCHENWARE",4.9
127747,"PAPER BOX CAKE DOUBLE TIER 8 26X26X24CM YWU","HOUSEWARE & KITCHENWARE",14.9
128902,"BINDER CLIP E111 25MM 264888ELP",STATIONERY,138
128907,"PAPER CLIP TRIANGULAR NO1 31MM 172565ELP",STATIONERY,35
128913,"STAPLES NO2310H TITANIA 146849ELP",STATIONERY,23.8
126472,"JUVER DISFRUTA 10 F  10V DRINK 330ML 18",SUPERMARKET,260.82
125479,"TUMBLER HOLDER ZINC ALLOY 445X28X36CM 7538 RJK","HOUSEWARE & KITCHENWARE",9.9
126683,"WALL CLOCK SAKURA 305X305X4 30018","HOME DECOR & TEXTILES",89
124747,"MY COLOURING BOOK SERIES 4TITLES W80PAGES 48YRS",STATIONERY,15.9
122151,"BRINOX GRILL PAN 24CM COPPER EBONY 7190473","HOUSEWARE & KITCHENWARE",139
120921,"AWAKE MINERAL WATER 330ML 15",SUPERMARKET,105.61
124427,"LEMON IMPORT  KG",SUPERMARKET,651.11975
124452,"PEAR  KG",SUPERMARKET,209.6534
124458,"CLEMENTINE IMP KG",SUPERMARKET,909.7264
122463,"AIRWICK REED DIFFUSER  SPRING 25ML  5",SUPERMARKET,652.41
122491,"MCVITIES DARK COOKIE CREAMS 26G  24",SUPERMARKET,45.48
122499,"DIVINE DINNER SET 18PCS AMBER GOLD C6164318","HOUSEWARE & KITCHENWARE",99
121173,"KIRKLAND BUTTER POPCORN  935G   44",SUPERMARKET,83.94
122727,"UNIMAX JOYMATE BALLPEN BLUE 10MM FBJYMBL13",STATIONERY,65.78
122733,"UNIMAX TRIO BALLPEN RED 10MM FBTIORD27",STATIONERY,993.51
122736,"UNIMAX TRIO DC BALLPEN BLACK 10MM FBTDCBK35",STATIONERY,231.42
134094,"PRIVATE XTHIN SUPER  8X18",SUPERMARKET,142.89
138463,"HOLY INSECTICIDE SPRAY 400ML  24",SUPERMARKET,539.8
134150,"UNICORN COPY COLORING BOOKS 0",STATIONERY,17.9
134155,"WORLDS GREATEST BIOGRAPHIES 8",STATIONERY,188.3
138595,"HAYHAY 24 X 8 BOXES STRAWBERRY 24 X 8  30G 192",SUPERMARKET,5.19
