SHOP_CODE,ITEM_CODE,ITEM_NAME,AUDIT_QTY,ERP_QTY,DEPT,PRICE,DIFF,"DIFF VALUE"
LCC,183596,"CERAMIC PASTA PLATE 10 25FDL004 RJK",38,38,"HOUSEWARE & KITCHENWARE",19.9,0,0
LCC,192331,"DUSTPAN  BRUSHES 5PCS CLEANING SET C130014",2,2,"HOUSEWARE & KITCHENWARE",69,0,0
LCC,195769,"OIL DIFFUSER  150ML TY104A",1,1,"HOME DECOR & TEXTILES",189,0,0
LCC,44446,"BAVARIA SMALT APPLE DRINK 500ML  24",22,22,SUPERMARKET,19.99,0,0
LCC,44447,"BAVARIA SMALT PEACH  CAN 330ML  24",18,18,SUPERMARKET,16.99,0,0
LCC,202844,"DINNER PLATE 10INCHES BLACK P45018",12,12,"HOUSEWARE & KITCHENWARE",12.9,0,0
LCC,CL763,"CRISPER CONTAINER 4PCS SET 2000 3750 6000 9000ML",4,3,"HOUSEWARE & KITCHENWARE",79,1,79
LCC,CL776,"FOOD FLASK 1500ML",24,12,"HOUSEWARE & KITCHENWARE",29.9,12,358.8
LCC,CL620,"FRIDGE BOTTLE ROUND 900ML 7CMX24CM",18,17,"HOUSEWARE & KITCHENWARE",9.9,1,9.9
LCC,07020,"YAZZ SANITARY PAD HEAVY FLOW PINK 24",41,43,SUPERMARKET,17.99,-2,-35.98
LCC,123981,"BACKPACK KIDS OXFORDFABRIC RAINBOW 25X21X11CM",18,18,LUGGAGE,115,0,0
LCC,131067,"SAIRO ROLL ON  PERFUMED ELEGANCE 50ML 12",8,19,SUPERMARKET,23.99,-11,-263.89
LCC,130308,"PANT LADIES 34 2838 VLPL43L0166",8,7,"GARMENTS AND FOOTWEAR",59,1,59
LCC,156622,"NASCO WASHING MACHINE TT 11KG NAS11TW",1,1,"ELECTRICAL APPLIANCES",2799,0,0
LCC,152208,"CLAPPERS BABY WET WIPES 100PCS DERIA RED 12",5,5,SUPERMARKET,22.99,0,0
LCC,175569,"SAFETY SHOES 705 HIGH ANKLE BKO 741",2,1,"HARDWARE & BUILDING MATERIAL",249,1,249
LCC,169099,"PRIMARY SS UNCOATED WOK 28CM CHN E3091904",3,4,"HOUSEWARE & KITCHENWARE",329,-1,-329
LCC,17661,"EVERPACK SELECT  150SHEETS 36",19,19,SUPERMARKET,12.99,0,0
LCC,192837,"CURTAIN JQ GREEN 54X90 PL 253",12,12,"HOME DECOR & TEXTILES",119,0,0
LCC,19334,"ELLEVIRE SEMISKIMMED MILK BOTTLE 1L 12",6,0,SUPERMARKET,44.99,6,269.94
LCC,197528,"VASELINE BODY LOTION COCOA RADIANT 725ML12",1,0,SUPERMARKET,105.99,1,105.99
LCC,08490,"SANKOFA SWEET PLANTAIN CHIPS CHILI BEEF 50G 25",19,19,SUPERMARKET,14.99,0,0
LCC,139248,"PARIN NECTAR NATURAL HONEY 650G 9",9,9,SUPERMARKET,74.99,0,0
LCC,132941,"CUSHION 43X43 PLUS DESIGN",1,1,"HOME DECOR & TEXTILES",69,0,0
LCC,157649,"DUSTBIN QUATRO GREY SWING 28L 36X29X49CM PP61007",8,8,"HOUSEWARE & KITCHENWARE",129,0,0
LCC,164408,"WATER BOTTLE INSULATED 069 KOOL RIDER",2,2,"HOUSEWARE & KITCHENWARE",34.9,0,0
LCC,170273,"KIDS YOYO WLIGHT",72,78,"TOYS AND ENTERTAINMENT",16.99,-6,-101.94
LCC,169355,"SPORTS BOTTLE SWEET DREAM",11,11,STATIONERY,16.9,0,0
LCC,186916,"BATHMAT 50X80CM D4 MP ASTD 6COLORS JBT52203",6,6,"HOME DECOR & TEXTILES",99,0,0
LCC,185435,"BATHMAT PUFF MF 50X80CM BELLE NAVY 01MA0616C",7,7,"HOME DECOR & TEXTILES",79,0,0
LCC,194710,"PLATE CERAMIC 8INCHES QW003",5,5,"HOUSEWARE & KITCHENWARE",19.9,0,0
LCC,189525,"CASSEROLE 3PCS SET CERAMIC EMBOSSED LDS8",2,2,"HOUSEWARE & KITCHENWARE",219,0,0
LCC,43873,"COLGATE EXTRA CLEAN TOOTHBRUSH   120",7,10,SUPERMARKET,14.99,-3,-44.97
LCC,46049,"BOTTLE WINE OPENER",19,19,"HOUSEWARE & KITCHENWARE",39.9,0,0
LCC,66912,"MON BIJOU EASY IRONING PURITY TRIGGER 500ML  12",9,9,SUPERMARKET,43.99,0,0
LCC,66914,"SAPOLIO RADIUM SCOURING POWDER LEMON 300G 36",25,25,SUPERMARKET,14.99,0,0
LCC,X885,"BIC COMFORT 2BLADE  STICK GREEN SACHOF 5 20",11,12,SUPERMARKET,50.99,-1,-50.99
LCC,98945,"DZIRE STEAM IRON 12001400W SID508",8,8,"ELECTRICAL APPLIANCES",179,0,0
LCC,95896,"AMALFI  BODY SPRAY FOREST BLACK  150 ML  8",1,1,SUPERMARKET,30.99,0,0
LCC,131428,"TANK CROP TOP WOMEN SEAMLESS SXL 666T",11,11,"GARMENTS AND FOOTWEAR",99,0,0
LCC,148441,"BOWL 5INCHES CERAMIC GGK YWU",19,21,"HOUSEWARE & KITCHENWARE",29.9,-2,-59.8
LCC,14820,"DEVA WINDOW CLEANER 500ML 15 10801",8,7,SUPERMARKET,21.99,1,21.99
LCC,157493,"MARSHAL MATH SET ABB",8,8,STATIONERY,16.9,0,0
LCC,151355,"CUSHION 450G FILLING ONE SIDE 40X40CM",36,36,"HOME DECOR & TEXTILES",69,0,0
LCC,160161,"MUSICAL MAT PEVA 75X60CM DW8027",4,4,"TOYS AND ENTERTAINMENT",239,0,0
LCC,158107,"COLANDER WLONG HANDLE  35X24X13CM PP53200",7,7,"HOUSEWARE & KITCHENWARE",19.9,0,0
LCC,172882,"COOKWARE 5PCS SET 2028CM SSTEEL ZHENAN RSZGT2028",1,1,"HOUSEWARE & KITCHENWARE",899,0,0
LCC,169073,"CARLOS BRANDY DE JEREZ SGRVA 700ML 6",1,8,SUPERMARKET,674.99,-7,-4724.93
LCC,179006,"ABACUS TOY  OPP YW",8,8,"TOYS AND ENTERTAINMENT",19.9,0,0
LCC,182519,"PEDAL BIN ANTHRACITE 50L UP227216",1,1,"HOUSEWARE & KITCHENWARE",199,0,0
LCC,200761,"COOKING POT WLID 26CM FALU ZHNBAROLY 120026",12,12,"HOUSEWARE & KITCHENWARE",159,0,0
LCC,198774,"SOUP MUG 300ML CERAMIC SOLID COLOUR YWU",20,20,"HOUSEWARE & KITCHENWARE",14.9,0,0
LCC,40133,"HELLMANNS SQUEEZY REAL MAYONNAISE 430ML   8",8,8,SUPERMARKET,89.99,0,0
LCC,61364,"CRATE FOR ORIJIN SPIRIT MIXED DRINK 300 ML 61348",16,16,SUPERMARKET,9.99,0,0
LCC,62703,"FRISCHLI SKIMMED UHT MILK 01 1L 12",4,4,SUPERMARKET,34.99,0,0
LCC,49250,"DEVA HAND SOAP STRAWBERRY 25L  6",5,5,SUPERMARKET,67.99,0,0
LCC,00203,"MCVITIES DIGESTIVE BISCUITS 400G 20",1,0,SUPERMARKET,59.99,1,59.99
LCC,105230,"HOMEFOODS PURE PALM OIL 2L 6",1,1,SUPERMARKET,160.99,0,0
LCC,108236,"DARLING CELLARS CLASSIC SWEET ROSE WINE 750ML  6",8,8,SUPERMARKET,99.99,0,0
LCC,115058,"SARA CORNED MEAT 400G 24",21,21,SUPERMARKET,40.99,0,0
LCC,115563,"HP WIRED SPEAKER  BLACK DHE6002",1,1,"ELECTRONICS & TELECOM",439,0,0
LCC,126621,"LED FLOOR LAMP BUTTERFLY DESIGN 16M",1,1,"HOME DECOR & TEXTILES",599,0,0
LCC,123004,"MANUAL JUICER",1,0,"HOUSEWARE & KITCHENWARE",89,1,89
LCC,133054,"NUTZY PEANUT CRISPY SNACK 280G 12",14,14,SUPERMARKET,31.99,0,0
LCC,169949,"KEL KIDS TOOTHPASTE 75G  48",19,36,SUPERMARKET,14.49,-17,-246.33
LCC,197727,"DINNER SET PORCELAIN WHITE 48PCS SW048W",48,1,"HOUSEWARE & KITCHENWARE",399,47,18753
LCC,95752,"AMALFI  SHAMPOO  FAMILIAR ANTI DANDRUFF 750ML  16",4,6,SUPERMARKET,32.99,-2,-65.98
LCC,102486,"MR MUSCLE WINDOW  SURFACE CLEANER LAV750ML  12",11,11,SUPERMARKET,99.99,0,0
LCC,105741,"EASY COOK SAUCEPAN 26CM WLID FRC B5543302",4,4,"HOUSEWARE & KITCHENWARE",569,0,0
LCC,117520,"XMAS DECOR BALL 4CM JHB2270",11,11,"HOME DECOR & TEXTILES",25.9,0,0
LCC,136051,"ICE FACTORY THE PERFECT ICE CUBE LET PARTY 26KG 1",10,0,SUPERMARKET,14.49,10,144.9
LCC,145534,"SKEWER WWOODEN HANDLE SS 1956 A",51,51,"HOUSEWARE & KITCHENWARE",9.9,0,0
LCC,182404,"FRYING PAN 26CM PALU  ZHNBLY 57726",10,10,"HOUSEWARE & KITCHENWARE",129,0,0
LCC,192590,"GIFT WRAPPING PAPER 2PCS 70X100CM",19,18,"TOYS AND ENTERTAINMENT",11.99,1,11.99
LCC,191897,"KENWOOD RICE COOKER 18L 700W SS RCM19",9,9,"ELECTRICAL APPLIANCES",669,0,0
LCC,192364,"STICKY NOTES SET 148X65MM MF995379",18,17,STATIONERY,14.9,1,14.9
LCC,43907,"MILKANA DAIRY DESSERT APRICOT 100G 4 PACK X 6",3,3,SUPERMARKET,42.99,0,0
LCC,32104,"EVERPACK CLING FILM 100SQ FT  24",16,23,SUPERMARKET,17.99,-7,-125.93
LCC,202594,"PLATE 145 B160145",23,23,"HOUSEWARE & KITCHENWARE",26.9,0,0
LCC,85663,"NAN 2 COMFORT 400G  12",12,12,SUPERMARKET,156.99,0,0
LCC,91202,"SAIRO BATHSHOWER GEL VANILLA SENSATION 750M  8",7,8,SUPERMARKET,50.99,-1,-50.99
LCC,104961,"ROMAR WASHING LIQUID MARSEILLE SOAP 3L  4",5,5,SUPERMARKET,132.99,0,0
LCC,134320,"PRIVATE MAXI POCKET NORMAL 8 X 12",17,18,SUPERMARKET,12.49,-1,-12.49
LCC,132029,"DINNER FORK 6PCS 21CM 40G DYC2 YWU",10,10,"HOUSEWARE & KITCHENWARE",39.9,0,0
LCC,147406,"MCBERRY ALPHA 3  3 CRACKER 24G  72",26,26,SUPERMARKET,1.29,0,0
LCC,155859,"CUP WSTRAW 450ML PLASTIC L00900",7,9,"HOUSEWARE & KITCHENWARE",12.9,-2,-25.8
LCC,153849,"MOSAIC STICKERS 1500",4,3,STATIONERY,28.9,1,28.9
LCC,161150,"FILLED CUSHION JAQUARD 45X45CMBLUE DC236",10,10,"HOME DECOR & TEXTILES",179,0,0
LCC,159807,"FLY SPINNING BALL 8089",5,7,"TOYS AND ENTERTAINMENT",69.9,-2,-139.8
LCC,166614,"COFFEE TABLE WMIRROR TOP WHITE PARATI",1,1,FURNITURE,949,0,0
LCC,190606,"VOLLEYBALL ASSORTED 120G 22CM",14,14,"TOYS AND ENTERTAINMENT",16.9,0,0
LCC,198483,"LUNCH BOX WSPOON PLASTIC 6918 YWU",13,13,"HOUSEWARE & KITCHENWARE",49.9,0,0
LCC,57737,"NEON ORANGE VODKA  750ML  12",12,12,SUPERMARKET,69.99,0,0
LCC,D641,"PURE HEAVEN PINEAPPLECOCONUT JUICE 1L 8",11,11,SUPERMARKET,35.99,0,0
LCC,95713,"AMALFI  SHAMPOO  ALMOND 400ML  10",12,13,SUPERMARKET,23.99,-1,-23.99
LCC,107585,"RIGHT GUARD TOTAL DEFENCE FRESH 250ML  6",5,5,SUPERMARKET,38.99,0,0
LCC,121989,"VISTA A3 ROTATRIM",9,9,STATIONERY,199,0,0
LCC,14828,"DEVA SOFTENER  SENSITIVE 2L  6",7,7,SUPERMARKET,82.99,0,0
LCC,157127,"PENDANT LIGHT BLACK 10703",1,1,"HOME DECOR & TEXTILES",499,0,0
LCC,154719,"DOVE B  F  HAIR WASH MEN COOL FRESH 400ML 12",4,4,SUPERMARKET,70.99,0,0
LCC,156722,"ESSENTIAL OIL 4PCS SET",3,11,"HOME DECOR & TEXTILES",65,-8,-520
LCC,161473,"CURTAIN EMBOSSED 54X90  TAUPE",12,12,"HOME DECOR & TEXTILES",99,0,0
LCC,174181,"PAPER BAG LANDSCAPE 32X42X115CM KR13232L14",10,10,"TOYS AND ENTERTAINMENT",19.9,0,0
LCC,182300,"CHIGO FRIDGE DD COMBI 99L REFCRB13C8",1,1,"ELECTRICAL APPLIANCES",2599,0,0
LCC,176373,"STACKATABLE BOWL WLID FRC H1154",4,4,"HOUSEWARE & KITCHENWARE",119,0,0
LCC,178592,"VACCUM MUG 1200ML SSTEEL STEN TYPE YWU",21,19,"HOUSEWARE & KITCHENWARE",99,2,198
LCC,184298,"ADJUSTABLE SHOE MOULD PAIR PLASTIC UR3431",9,9,"HOUSEWARE & KITCHENWARE",9.9,0,0
LCC,185408,"3PCS CERAMIC SET ASS 01CE0100",12,12,"HOME DECOR & TEXTILES",119,0,0
LCC,192458,"MIXING BOWL WH COVER DWB 30CM",10,10,"HOUSEWARE & KITCHENWARE",49.9,0,0
LCC,192274,"PENDANT LIGHT BLACKGOLD SN0243",1,1,"HOME DECOR & TEXTILES",389,0,0
LCC,74487,"UMBRELLA 3 FOLD B",18,18,"HOME DECOR & TEXTILES",75,0,0
LCC,117182,"DOMS PENCILS SET 12PCS TRIANGLE DARK ZOOM 3412",16,17,STATIONERY,21.9,-1,-21.9
LCC,117238,"DOMS AQUA WATER COLOR PENS FBB BOX 12 SHADE 7265",53,53,STATIONERY,12.9,0,0
LCC,116539,"FROSTY BITE VANILLA STRAWBERRY ICE CREAM 1800ML 1",3,3,SUPERMARKET,72.99,0,0
LCC,138174,"QUILT EMBOSSED PRINTED 260X240CM 03CO0381",10,10,"HOME DECOR & TEXTILES",199,0,0
LCC,163839,"CONTAINER SET 3PCS SQUARE PRIME BG755",2,0,"HOUSEWARE & KITCHENWARE",79,2,158
LCC,198442,"DINNER PLATE SQ 10INCH CERAMIC EMBOSSED YWU",64,64,"HOUSEWARE & KITCHENWARE",36.9,0,0
LCC,39377,"GEURTS ORANGE MARMALADE JAM 450G 12",16,15,SUPERMARKET,46.99,1,46.99
LCC,72670,"DEVA WC GEL LIME FRESH 750ML  18",9,9,SUPERMARKET,27.99,0,0
LCC,101953,"BASKET LAUNDRY WLID PLASTIC STERLING 1459WL",2,1,"HOUSEWARE & KITCHENWARE",39.9,1,39.9
LCC,102990,"ZEFIR GLASS CLEANER 850ML  12",8,10,SUPERMARKET,18.99,-2,-37.98
LCC,127968,"TIGHTS WOMEN SEAMLS OMBERAY ACTIVE ANKLE NPS BK168",8,9,"GARMENTS AND FOOTWEAR",119,-1,-119
LCC,148701,"MEDAL GOLDSILVERCOPPER",15,15,"SPORTS & FITNESS",15.9,0,0
LCC,155627,"SERVING BOWL MELAMINE 9 INCHES FEILU 30109",27,29,"HOUSEWARE & KITCHENWARE",19.9,-2,-39.8
LCC,164084,"DIVIDED CONTAINER AIRTIGHT PLASTIC 161575012",5,5,"HOUSEWARE & KITCHENWARE",34.9,0,0
LCC,162673,"SERVING BOWL MELAMINE 8 INCHES FEILU 78786",12,9,"HOUSEWARE & KITCHENWARE",12.9,3,38.7
LCC,162646,"SERVING BOWL MELAMINE 10 INCHES FEILU 13710",8,8,"HOUSEWARE & KITCHENWARE",22.9,0,0
LCC,162786,"CURTAIN JACQUARD 54X90 CHARCOAL S1222",12,12,"HOME DECOR & TEXTILES",139,0,0
LCC,176438,"KIDS TENNIS RACKET WBALL SET TOY",5,4,"TOYS AND ENTERTAINMENT",40.9,1,40.9
LCC,182948,"FRYING PAN 24CM PALU ZHNBLY 102924",1,1,"HOUSEWARE & KITCHENWARE",99,0,0
LCC,193538,"TUMBLER IN 3  PCS SET PACK LVHLN356A",16,16,"HOUSEWARE & KITCHENWARE",34.9,0,0
LCC,193157,"PLUSH TOY 45CM",1,1,"TOYS AND ENTERTAINMENT",219,0,0
LCC,188862,"BATHMAT 50X80CM BM244 RED CP",7,7,"HOME DECOR & TEXTILES",59,0,0
LCC,23060,"CUSSONS BABY POWDER SOFT  SMOOTH 200G 48",17,17,SUPERMARKET,15.99,0,0
LCC,206226,"KIVO COCONUT 4 IN 1 GARI SOAKING MIX 60G  40",69,59,SUPERMARKET,2.79,10,27.9
LCC,98298,"ROMAR AUTOM AIRFRESH REFILL INVISIBLE 250ML  6",1,1,SUPERMARKET,48.99,0,0
LCC,02258,"BAKERS CREAM CRACKERS CRISP CRACKERS 200G  12",5,5,SUPERMARKET,33.99,0,0
LCC,03825,"BLUE BAND SPREAD FOR BREAD 250G 24",11,11,SUPERMARKET,16.99,0,0
LCC,126467,"JUVER DISFRUTA PINEAPPLE DRINK 330ML 18",4,4,SUPERMARKET,14.49,0,0
LCC,125629,"ARTIFICIAL FLOWER 10 HEADS PLASTIC 40CM",36,36,"HOME DECOR & TEXTILES",34.9,0,0
LCC,129634,"STORY BOOK I LOVE YOU HONEY BUNNY 2473MKPB",8,8,STATIONERY,16.9,0,0
LCC,149313,"BIC PEN ORIGINAL BLST 1PC 4COLORS GFVBICST002",18,18,STATIONERY,26.9,0,0
LCC,158127,"STORAGE BOX WHANDLE CLEAR 6L 24X23X18CM PP63400",2,2,"HOUSEWARE & KITCHENWARE",89,0,0
LCC,169311,"CURTAIN YARN DYED GROMET BURG EHAYD078BU",11,12,"HOME DECOR & TEXTILES",179,-1,-179
LCC,168623,"NASCO WASHING MACHINE FL 8KG NASFLJ8KGS",2,2,"ELECTRICAL APPLIANCES",5549,0,0
LCC,186971,"HAPPY BIRTHDAY PLATES MIX DESIGN 20PCS SET",6,6,"TOYS AND ENTERTAINMENT",29.9,0,0
LCC,184309,"SPICE JAR 6PCS SET WITH RACK PLASTIC UR3443",7,7,"HOUSEWARE & KITCHENWARE",99,0,0
LCC,190628,"GIFT BAG 40X56CM",4,4,"TOYS AND ENTERTAINMENT",24.9,0,0
LCC,198791,"DINNER KNIFE 6PCS SET DESIGNER SSTEEL 53G YWU",24,24,"HOUSEWARE & KITCHENWARE",29.9,0,0
LCC,80959,"CUP WSTRAW AND DOME LID 500ML KIDS PLASTIC YWU",42,45,"HOUSEWARE & KITCHENWARE",24.9,-3,-74.7
LCC,115104,"CUVEE DE BARON MERLOT WINE 750ML 6",3,3,SUPERMARKET,74.99,0,0
LCC,112791,"DOVE SPRAY  COCONUT AND JASMINE 250ML 24",12,13,SUPERMARKET,44.99,-1,-44.99
LCC,114724,"POWER SHOT GAME PLAYPRACTICE 3YRS TY 815",2,2,"TOYS AND ENTERTAINMENT",119,0,0
LCC,110750,"HALA GARBAGE BAGS BIODEGRADABLE 50GALLONSX10  14",21,21,SUPERMARKET,32.99,0,0
LCC,133986,"SUNGLASS KIDS KL11486",32,31,STATIONERY,30.9,1,30.9
LCC,131074,"ROMAR REFILL AUTOM AIR FRESH LAVENDER 250ML 6",4,4,SUPERMARKET,48.99,0,0
LCC,140761,"FINDING HAPPINESS 46X30X10CM",8,8,STATIONERY,22.9,0,0
LCC,153671,"ECOLINK LED SPOTLIGHT GU10 50W 2700K 929003038611",12,12,"ELECTRICAL APPLIANCES",26,0,0
LCC,152138,"SINARLINE JUMBO PAD BLOCK WHITE WGLUE PD08652",2,2,STATIONERY,28.99,0,0
LCC,150830,"SHOWER GEL CLAIRMEN 1 L X 12 PCS",5,6,SUPERMARKET,47.99,-1,-47.99
LCC,150834,"DAY BY DAY POMADE  100 ML X 72 PCS",12,13,SUPERMARKET,10.49,-1,-10.49
LCC,150372,"CURTAIN W8 GROMENT BLUE 54X90 JQ028",10,10,"HOME DECOR & TEXTILES",149,0,0
LCC,159853,"STICKY NOTE 100SHEETS 76X51MM",18,18,STATIONERY,3.9,0,0
LCC,172969,"ARIEL HIGH STUD DOWNY 1KG  12",12,12,SUPERMARKET,79.99,0,0
LCC,168333,"ARTIFICIAL PLANT 14CM 3 DESIGN MIX",12,12,"HOME DECOR & TEXTILES",44.9,0,0
LCC,168760,"CURTAIN P JAQUARD 54X84 BEIGE 25TH10",1,1,"HOME DECOR & TEXTILES",189,0,0
LCC,169966,"NASCO CHEST FREEZER SD 288L NAS400FL",1,1,"ELECTRICAL APPLIANCES",6029,0,0
LCC,187174,"BREAD KNIFE RJK IDA838KD0002",3,3,"HOUSEWARE & KITCHENWARE",24.9,0,0
LCC,184787,"BBQ GRILL BUCKET METAL",1,1,"HOUSEWARE & KITCHENWARE",55,0,0
LCC,25976,"UMBRELLA MENS 60CM 8TIPS",14,14,"HOME DECOR & TEXTILES",55,0,0
LCC,87613,"ALIFE LUXURY  SOAP DELICATE COCONUT 100G    40",29,29,SUPERMARKET,4.99,0,0
LCC,57734,"NEON PREMIUM ORIGINAL VODKA  750ML  12",12,12,SUPERMARKET,69.99,0,0
LCC,98583,"FANICE STRAWBERRY ICE CREAM 250ML  12",32,31,SUPERMARKET,13.99,1,13.99
LCC,98492,"AMALFI SHOWER GEL BLUEBERRY 750ML  16",8,11,SUPERMARKET,29.99,-3,-89.97
LCC,104561,"TOILET TISSUE 48 ROLLS   1",2,2,SUPERMARKET,154.99,0,0
LCC,111615,"ONE MORE PURE CRAFT VODKAACL 428VV 750ML 12",12,12,SUPERMARKET,99.99,0,0
LCC,115574,"HP USB CABLE ATYPEC DHCTCT101 1M",3,3,"ELECTRONICS & TELECOM",68,0,0
LCC,121946,"3PCS BEDSPREAD SET PR KG 220X240CM ASRTD",15,16,"HOME DECOR & TEXTILES",279,-1,-279
LCC,135862,"FABER CASTELL STRETCHED CANVAS 12X12 891212 FC",10,10,STATIONERY,79,0,0
LCC,135953,"BADIA ADOBO WITH PEPPER 1063G  12",13,13,SUPERMARKET,44.99,0,0
LCC,141401,"TONG SPAGHETTI ROUND END 8  19003K",8,8,"HOUSEWARE & KITCHENWARE",12.9,0,0
LCC,167298,"GARLAND 2MX9CM",36,36,"HOME DECOR & TEXTILES",24.9,0,0
LCC,168796,"CURTAIN P JAQUARD 54X84 LT GREEN BLM14",10,10,"HOME DECOR & TEXTILES",169,0,0
LCC,180240,"SOLDIER MENTHOLATED BAR SOAP 125G  36",8,38,SUPERMARKET,12.99,-30,-389.7
LCC,179238,"WATER GUN 33CM ASSTD COLDESIGN YW",24,24,"TOYS AND ENTERTAINMENT",19.9,0,0
LCC,64517,"BINE MULTI PURPOSE SOAP 5L  4",3,3,SUPERMARKET,72.99,0,0
LCC,94668,"ROMA  INSECTICIDE SPRAY 300ML  24",23,24,SUPERMARKET,45.99,-1,-45.99
LCC,97651,"SUNLIGHT GREEN DISH WASH BTL 400ML  24",30,30,SUPERMARKET,27.99,0,0
LCC,91422,"DOLAIT NATURAL YOGURT VANILLA 200G  1",9,10,SUPERMARKET,15.49,-1,-15.49
LCC,109329,"ROMAR AUTOM AIRFRESH REFILL ANTI TOBACCO 250ML  8",1,1,SUPERMARKET,48.99,0,0
LCC,109331,"ROMAR  AIRFRESHNERANTI TABACCO 300ML  8",7,7,SUPERMARKET,40.99,0,0
LCC,115806,"DINNER PLATE MELAMINE 10 INCHES ZHN 038105",12,12,"HOUSEWARE & KITCHENWARE",18.9,0,0
LCC,112784,"BEAUTY FORMULAS MICELLAR CLEANSING WATER  12",11,11,SUPERMARKET,34.99,0,0
LCC,156619,"ARTIFICIAL FLOWER 6 COLOUR MIX",72,72,"HOME DECOR & TEXTILES",89,0,0
LCC,151809,"CH  8 MEN BOXER PACK OF 3",17,17,"GARMENTS AND FOOTWEAR",79,0,0
LCC,152089,"SAIRO SHOWER GEL DERMO  600ML 12",13,13,SUPERMARKET,28.99,0,0
LCC,161339,"FOUNTAIN 365X365X80CM 2220036",1,1,"HOME DECOR & TEXTILES",2399,0,0
LCC,160252,"PERLA MINERAL WATER JAR 19L 1",3,3,SUPERMARKET,27.99,0,0
LCC,159710,"MUNCHEE MILK SHORT CAKE BISCUITS 45G  48",43,44,SUPERMARKET,3.29,-1,-3.29
LCC,169000,"NASCO FRIDGE DD 280L DISP NASF2320FLD",1,1,"ELECTRICAL APPLIANCES",4399,0,0
LCC,176362,"GRANIT DINNER PLATE 25 FRC V2520",15,15,"HOUSEWARE & KITCHENWARE",49.9,0,0
LCC,192483,"STRAINER  STEAMER WHANDLE ROUND SS",20,20,"HOUSEWARE & KITCHENWARE",39.9,0,0
LCC,192332,"DUSTPAN  BRUSH SET PLASTIC C130013",41,41,"HOUSEWARE & KITCHENWARE",19.9,0,0
LCC,189521,"DINNER PLATE SQUARE GGK 11INCHES LDS24",5,4,"HOUSEWARE & KITCHENWARE",79,1,79
LCC,195763,"WESTINGHOUSE TUMBLER STAINLESS STEEL WCBL0058",3,3,"HOUSEWARE & KITCHENWARE",159,0,0
LCC,118155,"BASIN QUADRALOGIC PLASTIC 24LTR 02020220",2,2,"HOUSEWARE & KITCHENWARE",79,0,0
LCC,112467,"LUNCH BOX PLASTIC RECT SLIM SMALL 437X3ML L3705X3M",1,1,"HOUSEWARE & KITCHENWARE",29.9,0,0
LCC,147104,"SHINE NITRILE GLOVES  BLUE XL 100PCS  10",10,10,SUPERMARKET,77.99,0,0
LCC,156569,"WATER BOTTLE 650ML PLASTIC YWU",11,11,"HOUSEWARE & KITCHENWARE",69,0,0
LCC,157703,"STORAGE BOX WLOCK CLEAR 5L 31X19X14CM PP64600",15,14,"HOUSEWARE & KITCHENWARE",49.9,1,49.9
LCC,169498,"CUSHION EMBROIDERY 380G FILLING 45X45CM EHAMK004",4,3,"HOME DECOR & TEXTILES",149,1,149
LCC,167922,"BLANKET LUXURY PLUSH 160X200CM 6COLOUR",8,8,"HOME DECOR & TEXTILES",159,0,0
LCC,34758,"HOOKS 5UNITS WALL AND DOOR MOUNTED SSTEEL YWU",36,35,"HOUSEWARE & KITCHENWARE",14.9,1,14.9
LCC,89802,"JIK BLEACH ORIGINAL 950ML   12",13,13,SUPERMARKET,31.99,0,0
LCC,98585,"FANICE CHOCOLATE  ICE CREAM 250ML  12",1,0,SUPERMARKET,13.99,1,13.99
LCC,08357,"VITAMILK CHAMP SOURCE OF PROTEIN TETRA PACK 125ML",40,41,SUPERMARKET,5.59,-1,-5.59
LCC,100792,"FLIRT PURE DISTILLED VODKA LEMON  375ALC 1L  6",6,6,SUPERMARKET,133.99,0,0
LCC,105539,"FLOWER POT 42X30 PLASTIC 1907",12,12,"HOME DECOR & TEXTILES",55,0,0
LCC,115107,"8PM PREMIUM BLACK WHISKY  750ML 12",6,6,SUPERMARKET,99.99,0,0
LCC,114145,"KENWOOD MICROWAVE OVEN 20L WHITE MWM20000WH",1,1,"ELECTRICAL APPLIANCES",1799,0,0
LCC,134325,"FRESHDAYS NORMAL SCENTED 72 X 6",5,5,SUPERMARKET,59.99,0,0
LCC,138924,"GEISHA COCONUT MILK  HONEY V1 180G   36",36,37,SUPERMARKET,15.49,-1,-15.49
LCC,132350,"PRAN ALOE VERA DRINK ORIGINAL 500ML 24",36,35,SUPERMARKET,14.99,1,14.99
LCC,129664,"CROSSWORD BOOK LARGE PRINT 3293CWLBK",22,11,STATIONERY,18.9,11,207.9
LCC,131896,"TOUCH BABY SOFTENER 1L  12",6,6,SUPERMARKET,17.99,0,0
LCC,147042,"BRUT DEO SPRAY OUD 200ML  6",3,3,SUPERMARKET,38.99,0,0
LCC,150382,"AKAI CHEST FREEZER SD 380L CF049AC380",1,1,"ELECTRICAL APPLIANCES",6299,0,0
LCC,164631,"FRY PAN 20CM 29MM FORGED ALU PEDRINI 02PE1500 RJK",6,6,"HOUSEWARE & KITCHENWARE",99,0,0
LCC,167752,"FRY 24CM PAN 2MM ALU FORGED HROLAND HR1551 RJK",8,8,"HOUSEWARE & KITCHENWARE",209,0,0
LCC,178113,"SKEWERS METAL 6PCS SET YWU",4,4,"HOUSEWARE & KITCHENWARE",16.9,0,0
