ITEM_CODE,ITEM_NAME,PHYSICAL_QTY,PRICE,"DIFF QTY","DIFF VALUE",DEPT,GROUPS,SUBGROUPS
55700,"MILO ACTIGEN E 800G 12",,84.99,-19,-1614.81,SUPERMARKET,BEVERAGES,"DRINKING POWDERS"
62416,"SAMSUNG WASHING MACHINE TT 6KG WT60H2500HP/NQ",,4549,-1,-4549,"ELECTRICAL APPLIANCES","WASHING MACHINE","TWIN TUB WM"
62429,"YAZZ PANTY LINER  48",,13.29,-48,-637.92,SUPERMARKET,"HOME AND PERSONAL CARE","FEMININE CARE"
43019,"SHINE CRYSTAL SPOONS (50PCS)  40",,8.99,-44,-395.56,SUPERMARKET,"HOME AND PERSONAL CARE",DISPOSABLE
50882,"KISS CIDER PEAR  500ML  24",,23.99,-15,-359.85,SUPERMARKET,"BEVERAGES ALCOHOLIC",CIDER
50951,"JOHNNIE WALKER GOLD LABEL WHISKY  750ML 6",,899.99,-4,-3599.96,SUPERMARKET,"BEVERAGES ALCOHOLIC",WHISKEY
43873,"COLGATE EXTRA CLEAN TOOTHBRUSH   120",,14.99,-78,-1169.22,SUPERMARKET,"HOME AND PERSONAL CARE","ORAL CARE"
51037,"ENERGIZER BATTERY LITHIUM 3V ECR2016-LITHIUM",,25,-21,-525,"ELECTRICAL APPLIANCES",BATTERIES,BATTERY
51352,"PHILIPS BLENDER W/MILL 1.5L 400W HR2102",,719,-1,-719,"ELECTRICAL APPLIANCES","FOOD PROCESSOR/BLENDER",BLENDERS
51660,"EVERPACK TROLL  FLUFFY JASMIN / ALOE VERA (10X7) 7",,44.99,-8,-359.92,SUPERMARKET,"HOME AND PERSONAL CARE",DISPOSABLE
26350,"SAIRO DERMO HAND WASH 500ML 12",,28.99,-9,-260.91,SUPERMARKET,"HOME AND PERSONAL CARE","PERSONAL WASH"
39477,"PEPSODENT CAVITY FIGHTER TOOTHPASTE 65G  72",,9.49,-78,-740.22,SUPERMARKET,"HOME AND PERSONAL CARE","ORAL CARE"
209240,"PEPSODENT TP FIFA ANTIBACTERIA MV 95G 36",,22.99,-36,-827.64,SUPERMARKET,"HOME AND PERSONAL CARE","ORAL CARE"
209241,"PEPSODENT TP FIFA FRESH BREATH MV 95G 36",,22.99,-36,-827.64,SUPERMARKET,"HOME AND PERSONAL CARE","ORAL CARE"
27770,"WC NET INTENSE SOL RIM BLOCK OCEAN FRESH (4PCS) 12",,70.99,-2,-141.98,SUPERMARKET,"HOME AND PERSONAL CARE",FRESHENERS
21077,"HANGER SET 05PCS WOODEN ANTISHIP  L6611N RJK",,59,-19,-1121,"HOUSEWARE & KITCHENWARE",LAUNDARY,"CLOTH HANGERS"
40290,"SHINE KITCHEN TOWEL ( 2PCS) 6",,28.99,-10,-289.9,SUPERMARKET,"HOME AND PERSONAL CARE",DISPOSABLE
40319,"JUVER DISFRUTA (MANZANA) APPLE  JUICE  1L  12",,32.99,-8,-263.92,SUPERMARKET,BEVERAGES,JUICE
35805,"ROYAL DADDY BROWN SUGAR 1KG  20",,34.99,-12,-419.88,SUPERMARKET,"FOOD CUPBOARD","SALT  SUGAR AND JAGGERY"
21722,"SAIRO HAND SOAP SEL MARINE 500ML  12",,28.99,-14,-405.86,SUPERMARKET,"HOME AND PERSONAL CARE","PERSONAL WASH"
29084,"PRIVATE EXRA-THIN NORMAL (10PAD)   18",,14.49,-13,-188.37,SUPERMARKET,"HOME AND PERSONAL CARE","FEMININE CARE"
29396,"BEL-AQUA NATURAL MINERAL WATER 1.5L 12",,6.19,-1,-6.19,SUPERMARKET,BEVERAGES,"MINERAL WATER"
29874,"LELE BAKED BEANS IN TOMATO SAUCE 420G 12",,14.49,-5,-72.45,SUPERMARKET,"FOOD CUPBOARD","CANNED FOOD"
36427,"GRACE GINGER BEER 330ML  24",,16.99,-13,-220.87,SUPERMARKET,"BEVERAGES ALCOHOLIC","CAN BEER"
22456,"SERVING BOWL MELAMINE 10 INCHES ZHN C012",,19.9,-25,-497.5,"HOUSEWARE & KITCHENWARE","MELAMINE WARE","MEL BOWL/BOWL+COVER"
22624,"CRATE FOR CLUB LAGER MINI 330ML 21699",,18.99,-11,-208.89,SUPERMARKET,"BEVERAGES ALCOHOLIC","BOTTLE BEER"
22805,"BLUE BAND MARGARINE SPREAD FOR BREAD 75G 48",,5.99,-32,-191.68,SUPERMARKET,"FOOD CUPBOARD","SPREADS AND TOPPING"
36727,"SMILE POCKET TISSUE 1X10X30",,15.49,-28,-433.72,SUPERMARKET,"HOME AND PERSONAL CARE",DISPOSABLE
23104,"MCVITIES GINGER NUTS 250G 12",,54.99,-2,-109.98,SUPERMARKET,"FOOD CUPBOARD",BISCUITS
30669,"HARPIC GEL ACTIVE FRESH LAVENDER 725ML   12",,38.99,-2,-77.98,SUPERMARKET,"HOME AND PERSONAL CARE","HOUSEHOLD CLEANERS"
37465,"CUSSONS BABY LOTION MILD & GENTLE  200ML 24",,20.49,-9,-184.41,SUPERMARKET,"HOME AND PERSONAL CARE","INFANT AND BABY CARE"
24026,"VASELINE PJ BLUE SEAL ORIGINAL 100ML 12",,24.99,-80,-1999.2,SUPERMARKET,"HOME AND PERSONAL CARE","SKIN CARE"
30789,"TOM MILK  STRAWBERRY FLAVOURED 125G (4PC X 6PK)",,48.99,-1,-48.99,SUPERMARKET,"FRESH DAIRY AND EGGS",Yoghurt
25057,"LELE CHUNKS LIGHT MEAT TUNA 160G 24",,24.99,-36,-899.64,SUPERMARKET,"FOOD CUPBOARD","CANNED FOOD"
32104,"EVERPACK CLING FILM 100SQ FT  24",,23.99,-6,-143.94,SUPERMARKET,"HOME AND PERSONAL CARE",DISPOSABLE
32593,"NIVEA BODY LOTION PERFECT & RADIANT  400ML 12",,81.99,-10,-819.9,SUPERMARKET,"HOME AND PERSONAL CARE","SKIN CARE"
26305,"PRINGLES SALT&VINEGAR 165G  19",,44.99,-5,-224.95,SUPERMARKET,"FOOD CUPBOARD",SNACKS
26327,"BELPAK FUN NAPKIN  15",,5.99,1,5.99,SUPERMARKET,"HOME AND PERSONAL CARE",DISPOSABLE
32825,"BANETTI SMALL ELBOWS 500G  20",,14.99,3,44.97,SUPERMARKET,"FOOD CUPBOARD","NOODLES AND SOUP"
92697,"TONG 12CM SSTEEL LX09090 YWU",,14.9,-10,-149,"HOUSEWARE & KITCHENWARE","KITCHEN TOOLS AND CULTARY",TONGS
85347,"RIOS DE CHILE SAUVIGNON BLANC WINE 13.5% VOL 750ML",,89.99,-4,-359.96,SUPERMARKET,"BEVERAGES ALCOHOLIC",WINES
90565,"LELE TUNA FLAKES IN SOYA BEAN OIL 160G  24",,18.99,-19,-360.81,SUPERMARKET,"FOOD CUPBOARD","CANNED FOOD"
90603,"CURTAIN ROD SINGLE 120 TO 210 11032-210AB",,119,-1,-119,"HOME DECOR & TEXTILES","CURTAIN RODS","CURTAIN RODS"
92763,"BAMBOO KABEB STICK  50X35CM 115 YWU",,6.9,-23,-158.7,"HOUSEWARE & KITCHENWARE",KITCHENWARE,"BBQ AND ACCESSORIES"
85698,"AKAI LED LIGHT RECHARGEABLE LS024A-1032/LS030A",,259,-9,-2331,"ELECTRICAL APPLIANCES",LIGHTING/LAMPS,"TORCH/ LANTERN"
91197,"SAIRO BATH&SHOWER GEL STRAWBERRY SENSATION 750M  8",,51.99,-7,-363.93,SUPERMARKET,"HOME AND PERSONAL CARE","PERSONAL WASH"
88923,"AKAI CEILING FAN 56"" EF083A-C5610BG",,399,-6,-2394,"ELECTRICAL APPLIANCES",FAN,"CEILING FAN"
88924,"AKAI CEILING FAN 56"" EF084A-C5662WS",,449,-4,-1796,"ELECTRICAL APPLIANCES",FAN,"CEILING FAN"
88960,"SERVING BOWL MELAMINE 9 INCHES ZHN C0969",,12.9,-26,-335.4,"HOUSEWARE & KITCHENWARE","MELAMINE WARE","MEL BOWL/BOWL+COVER"
91237,"SAIRO BATH&SHOWER GEL MELON SENSATION 750ML 8",,50.99,-10,-509.9,SUPERMARKET,"HOME AND PERSONAL CARE","PERSONAL WASH"
86440,"WATER BOTTLE 900ML PLASTIC PURO GLISS",,39.9,-8,-319.2,"HOUSEWARE & KITCHENWARE","FLASK AND BOTTLES",BOTTLE
89208,"SCOURER PAD 5PCS SET SPONGE AP055 YWU",,9.9,-8,-79.2,"HOUSEWARE & KITCHENWARE","HOME HYGIENE","SPONGE SCRUBBERS AND SCOURERS"
89217,"EXPENDABLE SPONGE LS8899 YWU",,4.9,-39,-191.1,"HOUSEWARE & KITCHENWARE","HOME HYGIENE","SPONGE SCRUBBERS AND SCOURERS"
91456,"DON SIMON MANGO JUICE DRINK 500ML 12",,24.99,-19,-474.81,SUPERMARKET,BEVERAGES,JUICE
91538,"DETTOL SOAP ORIGINAL 160G   48",,21.99,-2,-43.98,SUPERMARKET,"HOME AND PERSONAL CARE","PERSONAL WASH"
89582,"MENTOS CHEWY DRAGEES FRUIT SACHET (50PCS) 135G  40",,35.99,-2,-71.98,SUPERMARKET,"FOOD CUPBOARD",CONFECTIONERY
89691,"WATER BOTTLE 1000ML PLASTIC RUGBY",,24.9,-1,-24.9,"HOUSEWARE & KITCHENWARE","FLASK AND BOTTLES",BOTTLE
89788,"SPRITE ZERO PET 450ML  12",,8.99,-11,-98.89,SUPERMARKET,BEVERAGES,DRINKS
91842,"AKAI PRESSURE MULTI COOKER 6L 1000W PCK001A-D60",,899,-1,-899,"ELECTRICAL APPLIANCES","RICE/ MULTI COOKER","MULTI COOKER"
87294,"HUAWEI MOBILE Y7 2018 SCREEN PROTECTOR",,29,-2,-58,"ELECTRONICS & TELECOM","MOBILE ACCESSORIES","MOBILE COVERS/SCREEN PROTECTORS"
92081,"MAGGI DEDEEDE CUBE 600G  24",,63.99,-14,-895.86,SUPERMARKET,"FOOD CUPBOARD",CONDIMENTS
84506,"CHRISTMAS DECORATION DRUMS&BALLS 6PCS 5.5CM",,11.9,-6,-71.4,"HOME DECOR & TEXTILES","XMAS SEASONAL","xmas season"
87467,"JAMAA CLASSIC LAUNDRY SOAP 130G    48",,4.29,-15,-64.35,SUPERMARKET,"HOME AND PERSONAL CARE","LAUNDRY CARE"
92228,"PANACHE 1% BEER 25CL  20",,13.99,-42,-587.58,SUPERMARKET,"BEVERAGES ALCOHOLIC","BOTTLE BEER"
92247,"KELLOGGS COCO POPS 25G  100",,4.29,-27,-115.83,SUPERMARKET,"FOOD CUPBOARD","BREAKFAST CEREALS"
87638,"LORD 11 TWIN DISPOSABLE RAZORS (5RAZORS)  40",,7.99,-27,-215.73,SUPERMARKET,"HOME AND PERSONAL CARE","MENS GROOMING"
92308,"ENA PA SUPERIOR DARK SOY SAUCE 500ML  12",,25.99,-7,-181.93,SUPERMARKET,"FOOD CUPBOARD",CONDIMENTS
84872,"PAINTING W/ FRAME 36X46CM FLOWER DESIGN",,89,-29,-2581,"HOME DECOR & TEXTILES","HOME DECOR","WallANDTable Decor"
81504,"DOLAIT NATURAL YOGHURT STRAWBERRY 200G 1",,15.49,-5,-77.45,SUPERMARKET,"FRESH DAIRY AND EGGS",Yoghurt
72609,"TOILET BRUSH  LEON P6423",,4.9,-11,-53.9,"HOUSEWARE & KITCHENWARE","HOME HYGIENE","TOILET BRUSHES"
72669,"DEVA MULTI SURFACE CLEANER FLORAL 2.5LT * 6",,81.99,-3,-245.97,SUPERMARKET,"HOME AND PERSONAL CARE","HOUSEHOLD CLEANERS"
72672,"DEVA SOFTENER LAVENDER  4L  4",,135.99,-3,-407.97,SUPERMARKET,"HOME AND PERSONAL CARE","LAUNDRY CARE"
72785,"HEAVEN INSECTICIDE  SPRAY 400ML 24",,50.99,-13,-662.87,SUPERMARKET,"HOME AND PERSONAL CARE","INSECTICIDES AND RODENT CONTROL"
82385,"BINATONE INDUSTRIAL STANDING FAN 30"" HDF3020",,2269,-6,-13614,"ELECTRICAL APPLIANCES",FAN,"INDUSTRIAL FAN"
82391,"BINATONE AVR 5KVA DVS-5000",,2369,-3,-7107,"ELECTRICAL APPLIANCES",ELECTRICALS,AVR/AVS
69225,"HI5 CHOCO MALT  DRINK  500ML   12",,8.49,-8,-67.92,SUPERMARKET,BEVERAGES,DRINKS
73149,"GINO TOMATO MIX SACHET 60G  50",,3.29,-49,-161.21,SUPERMARKET,"FOOD CUPBOARD",CONDIMENTS
82781,"NUTRIBOM INFANT CEREAL BAG  RICE  200G 12",,18.99,-24,-455.76,SUPERMARKET,"FOOD CUPBOARD","BABY FOOD"
82784,"NUTRIBOM INFANT CEREAL BAG  OATS  200G 12",,18.99,-24,-455.76,SUPERMARKET,"FOOD CUPBOARD","BABY FOOD"
82785,"NUTRIBOM INFANT CEREAL BAG  BANANA & APPLE 200G 12",,18.99,-24,-455.76,SUPERMARKET,"FOOD CUPBOARD","BABY FOOD"
69932,"BINATONE CEILING FAN 56"" CF5603",,595,-6,-3570,"ELECTRICAL APPLIANCES",FAN,"CEILING FAN"
73976,"LESIEUR MAYONNAISE WITH FRESH EGGS 235G  12",,33.49,-7,-234.43,SUPERMARKET,"FOOD CUPBOARD","SPREADS AND TOPPING"
65358,"MULIK CHOCOLATE MILK DRINK 500ML 18",,34.99,-4,-139.96,SUPERMARKET,BEVERAGES,DRINKS
65360,"MULIK BANANA MILK DRINK 500ML 18",,36.99,-1,-36.99,SUPERMARKET,BEVERAGES,DRINKS
65361,"MULIK VANILLA MILK DRINK 500ML 18",,36.99,-11,-406.89,SUPERMARKET,BEVERAGES,DRINKS
65363,"TAMPICO CITRUS PUNCH DRINK 500ML 12",,7.99,-7,-55.93,SUPERMARKET,BEVERAGES,JUICE
70033,"DOORMAT USA 44X66",,49.9,-2,-99.8,"HOME DECOR & TEXTILES","FLOOR MATS","DOOR MAT"
74491,"EVA RAINCOAT C1030",,27.9,-3,-83.7,"HOME DECOR & TEXTILES","HOME DECOR",XMAS
78971,"CHRISTMAS DECORATION STAR 60PCS",,6.9,-174,-1200.6,"HOME DECOR & TEXTILES","XMAS SEASONAL","xmas season"
78983,"CHRISTMAS STICKER 54CM MIX DESIGN",,7.9,-42,-331.8,"HOME DECOR & TEXTILES","XMAS SEASONAL","xmas season"
65800,"BABY WALKER MIX COLOUR 666",,699,-2,-1398,"TOYS AND ENTERTAINMENT",INFANTS,"BABY WALKER"
79218,"8"" MATTRESS 54X75INCH  HD D/S LAT",,1769,-1,-1769,FURNITURE,MATTRESS,"Double Size"
70623,"GINO PEPPER & ONION TOMATO SEASONING MIX 60G  50",,3.29,-14,-46.06,SUPERMARKET,"FOOD CUPBOARD",CONDIMENTS
70746,"OKF STANDARD ALOE ORIGINAL DRINK  500ML  20",,20.99,-11,-230.89,SUPERMARKET,BEVERAGES,JUICE
66508,"DINNER PLATE MELAMINE 12 INCHES ZHN G3800212",,16.9,-25,-422.5,"HOUSEWARE & KITCHENWARE","MELAMINE WARE","MEL PLATE"
75250,"TUMBLER WILLY 380ML DXB L4698N7794",,6.9,-1,-6.9,"HOUSEWARE & KITCHENWARE",GLASSWARE,"GLASS / TUMBLER /WINE / CHAMPAGNE"
71134,"MILO ALL IN ONE NUTRIMIX 800GM 12",,103.99,-20,-2079.8,SUPERMARKET,BEVERAGES,"DRINKING POWDERS"
71229,"COOL BREEZE MEMBRANE AIR FRESHENER FREESIA 8ML  12",,22.99,-3,-68.97,SUPERMARKET,"HOME AND PERSONAL CARE",FRESHENERS
80082,"AKAI HOME THEATRE SYSTEM 5.1CH HT020A-MF93 28W+12X",,1699,-1,-1699,"ELECTRONICS & TELECOM",AUDIO,"HOME THEATRE"
80161,"SUCTION TOWEL BAR  6 HOOKS R5070 RJK",,59,-22,-1298,"HOUSEWARE & KITCHENWARE",LAUNDARY,HOOKS
80285,"AKAI GAS STOVE 3B INFRARED GC033A-8536",,699,-3,-2097,"GAS COOKER & ACCESSORIES","GAS COOKER","TABLE TOP GAS STOVE"
75807,"DOLAIT VANILLA YOGHURT 500G",,35.99,-4,-143.96,SUPERMARKET,"FRESH DAIRY AND EGGS",Yoghurt
80377,"PILATES STUDIO",,69,-12,-828,"SPORTS & FITNESS","EXERCISE AND FITNESS","Yoga  Pilates AND Soft Gym"
67430,"GINO TOMATO PASTE ( PILLOW PACK) 380G  24",,16.99,-25,-424.75,SUPERMARKET,"FOOD CUPBOARD","TOMATO PASTE"
67522,"SHINE KING-SIZE JUMBO ROLL ULTRA SOFT 2PLY   6",,42.99,-6,-257.94,SUPERMARKET,"HOME AND PERSONAL CARE",DISPOSABLE
67534,"SHINE FAMILY DISPOSABLE CUP 500CC (20S X50PCS)  20",,27.99,-19,-531.81,SUPERMARKET,"HOME AND PERSONAL CARE",DISPOSABLE
71877,"PEAK EVAPORATED FILLED GREEN MILK 160G 48",,9.99,-15,-149.85,SUPERMARKET,"FOOD CUPBOARD","MILK AND CREAMERS"
76414,"VOLTPLUS AVS  FRIDGE GUARD 5A VP-FG-AVS5F/VP-AVS5",,165,-13,-2145,"ELECTRICAL APPLIANCES",ELECTRICALS,AVR/AVS
76415,"VOLTPLUS AVS TV GUARD 5A AVS5A-B/VP-TG-AVS5T",,165,-8,-1320,"ELECTRICAL APPLIANCES",ELECTRICALS,AVR/AVS
81281,"SHINE MAXI ROLL 2PLY  6",,76.99,-7,-538.93,SUPERMARKET,"HOME AND PERSONAL CARE",DISPOSABLE
81329,"TASTY TOM TOMATO MIX SACHET 1.05KG  12",,39.49,-6,-236.94,SUPERMARKET,"FOOD CUPBOARD",CONDIMENTS
67792,"IRISH SPRING ICY BLAST SOAP 106.3G (18X3PACK)  18",,53.99,-26,-1403.74,SUPERMARKET,"HOME AND PERSONAL CARE","PERSONAL WASH"
68217,"JULIET BEAUTY SOAP ALOE VERA 225G 36",,12.99,-35,-454.65,SUPERMARKET,"HOME AND PERSONAL CARE","PERSONAL WASH"
76901,"UNOLI MAYONNAISE 1000ML / 961G 6",,87.99,-8,-703.92,SUPERMARKET,"FOOD CUPBOARD","SPREADS AND TOPPING"
76926,"FRESHDAYS NORMAL SCENTED PANTY LINER 24 LINERS  12",,26.99,-4,-107.96,SUPERMARKET,"HOME AND PERSONAL CARE","FEMININE CARE"
X432,"CARNATION TEA CREAMER 150G 48",,9.99,-28,-279.72,SUPERMARKET,"FOOD CUPBOARD","MILK AND CREAMERS"
X438,"NESTLE CERELAC WHEAT TIN 400G 12",,48.99,-13,-636.87,SUPERMARKET,"FOOD CUPBOARD","BREAKFAST CEREALS"
X457,"CHOCOLIM 800GM  12",,79.99,-11,-879.89,SUPERMARKET,BEVERAGES,"DRINKING POWDERS"
X470,"BLUE BAND MARGARINE ORIGINAL 450G 24",,38.99,-18,-701.82,SUPERMARKET,"FOOD CUPBOARD","SPREADS AND TOPPING"
X484,"GINO BAKED BEANS 425G 12",,23.99,-5,-119.95,SUPERMARKET,"FOOD CUPBOARD","CANNED FOOD"
X585,"CAN FANTA ORANGE 330ML 24",,9.49,-24,-227.76,SUPERMARKET,BEVERAGES,DRINKS
X615,"PRINGLES ORIGINAL 40G 12",,19.99,-1,-19.99,SUPERMARKET,"FOOD CUPBOARD",SNACKS
X616,"PRINGLES PIZZA FLAVOUR 165G  19",,44.99,-19,-854.81,SUPERMARKET,"FOOD CUPBOARD",SNACKS
X679,"MAGGI AROME 250ML 24",,29.49,-13,-383.37,SUPERMARKET,"FOOD CUPBOARD",CONDIMENTS
D166,"SUNNY BROWN SUGAR BOTTLE 800G 12",,38.99,-11,-428.89,SUPERMARKET,"FOOD CUPBOARD","SALT  SUGAR AND JAGGERY"
D312,"COKE PET 1.5L 6",,23.99,-56,-1343.44,SUPERMARKET,BEVERAGES,DRINKS
X736,"HEINZ BAKED BEANS 415G 24",,24.99,-10,-249.9,SUPERMARKET,"FOOD CUPBOARD","CANNED FOOD"
L010,"LIPTON YELLOW LABEL TEA BAGS 25 X 2G  24",,19.29,-8,-154.32,SUPERMARKET,BEVERAGES,TEA
X833,"DOVE AP ROLL-ON ORIGINAL 48HRS  50ML 6",,25.99,-12,-311.88,SUPERMARKET,"HOME AND PERSONAL CARE",FRAGRANCES
X888,"RED BULL REGULAR 250ML 24",,27.99,-1,-27.99,SUPERMARKET,BEVERAGES,DRINKS
D750,"CERES MEDLEY JUICE 1L 12",,39.49,-6,-236.94,SUPERMARKET,BEVERAGES,JUICE
N050,"SUNNY WHITE SUGAR 800G  30",,43.99,-27,-1187.73,SUPERMARKET,"FOOD CUPBOARD","SALT  SUGAR AND JAGGERY"
N115,"GEISHA MACKEREL 155G 50",,12.99,-56,-727.44,SUPERMARKET,"FOOD CUPBOARD","CANNED FOOD"
X938,"EVEN  HALF CREAM UHT MILK 1L 12",,53.99,-10,-539.9,SUPERMARKET,"FOOD CUPBOARD","MILK AND CREAMERS"
X950,"CERES ORANGE JUICE 1L 12",,39.49,-2,-78.98,SUPERMARKET,BEVERAGES,JUICE
X954,"CERES GUAVA JUICE 1L 12",,39.49,-13,-513.37,SUPERMARKET,BEVERAGES,JUICE
X989,"MEDISOFT SOAP PINK 90G 72",,6.99,-35,-244.65,SUPERMARKET,"HOME AND PERSONAL CARE","PERSONAL WASH"
D797,"TASTY TOM TOMATO PASTE E/O 400GMS 24",,16.99,-21,-356.79,SUPERMARKET,"FOOD CUPBOARD",CONDIMENTS
N159,"KINGSBITE CHOCOLATE 100G (10TABS/BOX  X 10) 100",,31.99,-7,-223.93,SUPERMARKET,"FOOD CUPBOARD",CONFECTIONERY
N243,"LACTASOY PLAIN SOYA MILK 250ML 36",,13.99,-36,-503.64,SUPERMARKET,"FOOD CUPBOARD","MILK AND CREAMERS"
E233,"PHILIPS DRY IRON 1000W HD1172 1X8 E",,329,-15,-4935,"ELECTRICAL APPLIANCES","LINEN CARE","DRY IRON"
N483,"MENTOS ICE GUM ARCTIC MINT 12.9G X 288",,8.99,-288,-2589.12,SUPERMARKET,"FOOD CUPBOARD",CONFECTIONERY
N488,"DETTOL ANTISEPTIC LIQUID 1L 12",,185.99,-12,-2231.88,SUPERMARKET,"HOME AND PERSONAL CARE","HEALTH AND WELLNESS"
N637,"EVERPACK FORK PLASTIC 50PCS*60",,7.99,-27,-215.73,SUPERMARKET,"HOME AND PERSONAL CARE",DISPOSABLE
N747,"COWBELL CHOCOMALT 35G 120",,5.99,-50,-299.5,SUPERMARKET,BEVERAGES,"DRINKING POWDERS"
N800,"COKE PET 450ML  12",,8.99,-3,-26.97,SUPERMARKET,BEVERAGES,DRINKS
S928,"CERES APPLE BOTTLE 275ML 24",,24.99,-26,-649.74,SUPERMARKET,BEVERAGES,JUICE
S951,"CONDOR PEAK SHIRAZ WINE 750ML 12",,79.99,-12,-959.88,SUPERMARKET,"BEVERAGES ALCOHOLIC",WINES
CL423,"PICNIC TOTE BOX 12 LTR -6",,49.9,-5,-249.5,"HOUSEWARE & KITCHENWARE","STORAGE AND ORGANIZER","STORAGE CONTAINERS"
CL567,"CONTAINER RND TRANSPARENT 3 PCS SET 11L 5.5L 2L",,59,-2,-118,"HOUSEWARE & KITCHENWARE","STORAGE AND ORGANIZER","STORAGE CONTAINERS"
98547,"GETTOL ANTISEPTIC LEMON 125ML  48",,9.99,-38,-379.62,SUPERMARKET,"HOME AND PERSONAL CARE","HEALTH AND WELLNESS"
CL575,"STACK FOOD CONTAINER 1500ML 16.5CMX14.5CMX10.5CM",,9.9,-6,-59.4,"HOUSEWARE & KITCHENWARE","STORAGE AND ORGANIZER","STORAGE CONTAINERS"
CL591,"QUEEN OF CASSEROLE 2PCS SET 850 1350 MLSSI SSPD",,62.9,-11,-691.9,"HOUSEWARE & KITCHENWARE",SERVEWARE,CASSEROLES
CL603,"BASIN 15LTR 43CMX16CM",,24.9,-12,-298.8,"HOUSEWARE & KITCHENWARE",LAUNDARY,"BUCKETS AND BASINS"
98607,"PARLE CHOCO RINGS  BISCUITS 52G  48",,2.29,-16,-36.64,SUPERMARKET,"FOOD CUPBOARD",BISCUITS
98609,"PARLE CHOCO RINGS BISCUITS 24G  72",,1.09,-47,-51.23,SUPERMARKET,"FOOD CUPBOARD",BISCUITS
CL613,"BASIN WITH LID 6LTR 32CMX15CM",,18.9,-4,-75.6,"HOUSEWARE & KITCHENWARE",LAUNDARY,"BUCKETS AND BASINS"
CL616,"BASKET WITH LID FLORA 31CMX17CM",,14.9,-2,-29.8,"HOUSEWARE & KITCHENWARE","STORAGE AND ORGANIZER",BASKET
CL630,"PRIME CUP 500ML 11CMX8CMX10CM",,2.9,-9,-26.1,"HOUSEWARE & KITCHENWARE","FLASK AND BOTTLES","CUPS AND TUMBLERS"
CL671,"COFFEE FLASK PU INSULATED 900ML 12.2CMX10CMX25CM",,16.9,-10,-169,"HOUSEWARE & KITCHENWARE","FLASK AND BOTTLES",FLASK
CL676,"PET JAR ROUND 1000ML 12.5CMX20.5CM",,3.9,-9,-35.1,"HOUSEWARE & KITCHENWARE","STORAGE AND ORGANIZER","STORAGE CONTAINERS"
97042,"KEY CHAIN W/  I LOVE GHANA",,5.9,-87,-513.3,SUNDRY,"HOME ESSENTIALS","DECORATIVE ITEMS/SCULPTURES"
98735,"SIBLOU WHITE TUNA IN OIL 170G  48",,41.99,-46,-1931.54,SUPERMARKET,"FOOD CUPBOARD","CANNED FOOD"
CL684,"QUEEN OF CASSEROLE 2500ML PI 29CMX24CMX14CM",,29.9,-15,-448.5,"HOUSEWARE & KITCHENWARE",SERVEWARE,CASSEROLES
CL698,"KIDS BOWL WITH LID 15CMX5CM",,5.9,-108,-637.2,"HOUSEWARE & KITCHENWARE",SERVEWARE,"SERVING BOWL"
CL703,"TIARA BOWL WITH LID 3PCS SET 1000ML 1700ML 2800ML",,49.9,-7,-349.3,"HOUSEWARE & KITCHENWARE",SERVEWARE,"SERVING BOWL"
CL720,"BOWL WITH LID 24CMX10CM",,9.9,-3,-29.7,"HOUSEWARE & KITCHENWARE",SERVEWARE,"SERVING BOWL"
95409,"SPRITE ZERO PET 300ML 12",,6.49,-11,-71.39,SUPERMARKET,BEVERAGES,DRINKS
97241,"ROMAR SOFTENER CONC. DELICATE 2L  6",,82.99,-4,-331.96,SUPERMARKET,"HOME AND PERSONAL CARE","LAUNDRY CARE"
97249,"SAIRO ROLL- ON  MEN STRESS CARE 50ML   12",,23.99,-8,-191.92,SUPERMARKET,"HOME AND PERSONAL CARE",FRAGRANCES
CL737,"BUCKET 3LTR OPAQUE 18CMX19 CM",,9.9,-2,-19.8,"HOUSEWARE & KITCHENWARE",LAUNDARY,"BUCKETS AND BASINS"
CL740,"BUCKET 5LTR OPAQUE 21CMX23CM",,12.9,-15,-193.5,"HOUSEWARE & KITCHENWARE",LAUNDARY,"BUCKETS AND BASINS"
CL743,"OHEMA CASSEROLE 2000ML 27CMX21CMX16CM",,26.9,-5,-134.5,"HOUSEWARE & KITCHENWARE",SERVEWARE,CASSEROLES
CL761,"CRISPER CONTAINER RND 6000ML 23CMX20CM",,20.9,-18,-376.2,"HOUSEWARE & KITCHENWARE","STORAGE AND ORGANIZER","STORAGE CONTAINERS"
CL762,"CRISPER CONTAINER RND 9000ML 26CMX22CM",,29.9,-1,-29.9,"HOUSEWARE & KITCHENWARE","STORAGE AND ORGANIZER","STORAGE CONTAINERS"
97341,"CHALLENGE MOSQUITO COIL  60",,9.99,-8,-79.92,SUPERMARKET,"HOME AND PERSONAL CARE","INSECTICIDES AND RODENT CONTROL"
CL772,"CONTAINER 1800ML OPAQUE 22CMX15CMX9CM",,12.9,-14,-180.6,"HOUSEWARE & KITCHENWARE","STORAGE AND ORGANIZER","STORAGE CONTAINERS"
CN238,"PICTURE 3D",,79,-4,-316,"HOME DECOR & TEXTILES","HOME DECOR",DECORATIVE
D120,"GREEN GIANT NATURALLY SWEET CORN 340G 12",,39.99,-5,-199.95,SUPERMARKET,"FOOD CUPBOARD",SNACKS
