SHOP_CODE,ITEM_CODE,AUDIT_QTY,GROUP,SUB-GROUP
SPN,207191,0,"FOOD CUPBOARD",CONDIMENTS
SPN,207193,0,"FOOD CUPBOARD",CONDIMENTS
SPN,207194,0,"FOOD CUPBOARD",CONDIMENTS
SPN,203616,0,"HOME AND PERSONAL CARE","HAIR CARE"
SPN,203617,0,"HOME AND PERSONAL CARE","HAIR CARE"
SPN,203618,0,"HOME AND PERSONAL CARE","HAIR CARE"
SPN,203619,0,"HOME AND PERSONAL CARE","HAIR CARE"
SPN,203626,0,"HOME AND PERSONAL CARE","HAIR CARE"
SPN,203627,0,"HOME AND PERSONAL CARE","SKIN CARE"
SPN,203629,0,"HOME AND PERSONAL CARE","PERSONAL WASH"
SPN,203630,0,"HOME AND PERSONAL CARE","HAIR CARE"
SPN,203632,0,"HOME AND PERSONAL CARE","COLOR COSMETICS"
SPN,203634,0,"HOME AND PERSONAL CARE","COLOR COSMETICS"
SPN,203635,0,"HOME AND PERSONAL CARE","HAIR CARE"
SPN,203637,0,"HOME AND PERSONAL CARE","HAIR CARE"
SPN,203638,0,"HOME AND PERSONAL CARE","HAIR CARE"
SPN,203639,0,"HOME AND PERSONAL CARE","HAIR CARE"
SPN,203640,0,"HOME AND PERSONAL CARE","PERSONAL WASH"
SPN,203642,0,"FRESH FLOWER - JANDEL","FRESH FLOWER - JANDEL"
SPN,204721,0,"FOOD CUPBOARD",CONDIMENTS
SPN,204722,0,"FOOD CUPBOARD",CONDIMENTS
SPN,204723,0,"FOOD CUPBOARD",CONDIMENTS
SPN,204724,0,"FOOD CUPBOARD",CONDIMENTS
SPN,204725,0,"FOOD CUPBOARD",CONDIMENTS
SPN,204726,0,"FOOD CUPBOARD","SPREADS AND TOPPING"
SPN,204727,0,"FOOD CUPBOARD",CONDIMENTS
SPN,204728,0,"FOOD CUPBOARD",CONDIMENTS
SPN,204729,0,"FOOD CUPBOARD","SPREADS AND TOPPING"
SPN,204730,0,"FOOD CUPBOARD","SPREADS AND TOPPING"
SPN,204731,0,"FOOD CUPBOARD","SPREADS AND TOPPING"
SPN,204732,0,"FOOD CUPBOARD","SPREADS AND TOPPING"
SPN,204733,0,"FOOD CUPBOARD","SPREADS AND TOPPING"
SPN,204734,0,"FOOD CUPBOARD","SPREADS AND TOPPING"
SPN,204735,0,"FOOD CUPBOARD","SPREADS AND TOPPING"
SPN,204736,0,"FOOD CUPBOARD","SPREADS AND TOPPING"
SPN,204737,0,"FOOD CUPBOARD","INSTANT MIX"
SPN,204738,0,"FOOD CUPBOARD","INSTANT MIX"
SPN,204740,0,"FOOD CUPBOARD","INSTANT MIX"
SPN,204741,0,"FOOD CUPBOARD","INSTANT MIX"
SPN,204742,0,"FOOD CUPBOARD","INSTANT MIX"
SPN,204743,0,"FOOD CUPBOARD","BAKING INGREDIENTS"
SPN,206524,0,"FOOD CUPBOARD",CONDIMENTS
SPN,206534,0,"HOME AND PERSONAL CARE","INFANT AND BABY CARE"
SPN,206539,0,BEVERAGES,COFFEE
SPN,206540,0,BEVERAGES,COFFEE
SPN,206541,0,BEVERAGES,COFFEE
SPN,206542,0,BEVERAGES,COFFEE
SPN,206543,0,BEVERAGES,COFFEE
SPN,206544,0,BEVERAGES,COFFEE
SPN,206545,0,BEVERAGES,COFFEE
SPN,206546,0,BEVERAGES,COFFEE
SPN,206551,0,BEVERAGES,DRINKS
SPN,206552,0,"FOOD CUPBOARD","HONEY  JAM AND MARMALADE"
SPN,206553,0,"FOOD CUPBOARD",FLOURS
SPN,206554,0,"FOOD CUPBOARD",FLOURS
SPN,206555,0,"FOOD CUPBOARD",CONFECTIONERY
SPN,206556,0,"FOOD CUPBOARD",CONFECTIONERY
SPN,206557,0,"FOOD CUPBOARD",CONFECTIONERY
SPN,207195,0,"FOOD CUPBOARD","HONEY  JAM AND MARMALADE"
SPN,207196,0,"FOOD CUPBOARD",CONDIMENTS
SPN,207197,0,"FOOD CUPBOARD",CONDIMENTS
SPN,207198,0,"FOOD CUPBOARD","PASTA AND SPAGHETTI"
SPN,207199,0,"FOOD CUPBOARD","SPREADS AND TOPPING"
SPN,207200,0,"FOOD CUPBOARD","SPREADS AND TOPPING"
SPN,207201,0,"FOOD CUPBOARD","INSTANT MIX"
SPN,207202,0,"FOOD CUPBOARD","GRAINS AND PULSES"
SPN,207203,0,"FOOD CUPBOARD","GRAINS AND PULSES"
SPN,207204,0,"FOOD CUPBOARD",CONDIMENTS
SPN,207205,0,"FOOD CUPBOARD",CONDIMENTS
SPN,207206,0,"FOOD CUPBOARD","SPREADS AND TOPPING"
SPN,207207,0,"FOOD CUPBOARD","SPREADS AND TOPPING"
SPN,207208,0,"FOOD CUPBOARD",CONDIMENTS
SPN,207209,0,"FOOD CUPBOARD","DRYFRUITS AND NUTS"
SPN,207210,0,"FOOD CUPBOARD","DRYFRUITS AND NUTS"
SPN,207211,0,"FOOD CUPBOARD",CONDIMENTS
SPN,207212,0,"FOOD CUPBOARD",CONDIMENTS
SPN,207213,0,"FOOD CUPBOARD","EDIBLE OILS AND GHEE"
SPN,207214,0,"FOOD CUPBOARD","EDIBLE OILS AND GHEE"
SPN,207215,0,"FOOD CUPBOARD",CONDIMENTS
SPN,207216,0,"FOOD CUPBOARD","SPICES AND HERBS"
SPN,207217,0,"HOME AND PERSONAL CARE","INFANT AND BABY CARE"
SPN,207218,0,"FOOD CUPBOARD","SPICES AND HERBS"
SPN,207219,0,"FOOD CUPBOARD","SPICES AND HERBS"
SPN,203643,0,"FRESH DAIRY AND EGGS",cheeses
SPN,203648,0,"HOME AND PERSONAL CARE",FRAGRANCES
SPN,203650,0,"HOME AND PERSONAL CARE","PERSONAL WASH"
SPN,203653,0,"HOME AND PERSONAL CARE","MENS GROOMING"
SPN,203654,0,"HOME AND PERSONAL CARE","MENS GROOMING"
SPN,203655,0,"HOME AND PERSONAL CARE","HAIR CARE"
SPN,203657,0,"HOME AND PERSONAL CARE","COLOR COSMETICS"
SPN,203662,0,"HOME AND PERSONAL CARE","HAIR CARE"
SPN,203663,0,"HOME AND PERSONAL CARE","HAIR CARE"
SPN,203664,0,"HOME AND PERSONAL CARE","HAIR CARE"
SPN,203667,0,"HOME AND PERSONAL CARE","HAIR CARE"
SPN,203668,0,"HOME AND PERSONAL CARE","HAIR CARE"
SPN,203669,0,"HOME AND PERSONAL CARE","COLOR COSMETICS"
SPN,203670,0,"HOME AND PERSONAL CARE","COLOR COSMETICS"
SPN,203671,0,"HOME AND PERSONAL CARE","COLOR COSMETICS"
SPN,204745,0,"FOOD CUPBOARD","INSTANT MIX"
SPN,204746,0,"FOOD CUPBOARD","INSTANT MIX"
SPN,204747,0,"FOOD CUPBOARD","BAKING INGREDIENTS"
SPN,204748,0,"FOOD CUPBOARD","HONEY  JAM AND MARMALADE"
SPN,204749,0,"FOOD CUPBOARD","BAKING INGREDIENTS"
SPN,204750,0,"FOOD CUPBOARD","BAKING INGREDIENTS"
SPN,204751,0,"FOOD CUPBOARD","BAKING INGREDIENTS"
SPN,204752,0,"FOOD CUPBOARD","BAKING INGREDIENTS"
SPN,204754,0,"FOOD CUPBOARD","HONEY  JAM AND MARMALADE"
SPN,204755,0,"FOOD CUPBOARD","HONEY  JAM AND MARMALADE"
SPN,204756,0,"FOOD CUPBOARD","SPREADS AND TOPPING"
SPN,204757,0,"FOOD CUPBOARD","SPREADS AND TOPPING"
SPN,204758,0,"FOOD CUPBOARD","SPREADS AND TOPPING"
SPN,204759,0,"FOOD CUPBOARD","SPREADS AND TOPPING"
SPN,204760,0,"FOOD CUPBOARD","SPREADS AND TOPPING"
SPN,204761,0,"FOOD CUPBOARD","SPREADS AND TOPPING"
SPN,204762,0,"FOOD CUPBOARD","SPREADS AND TOPPING"
SPN,204763,0,"FOOD CUPBOARD","SPREADS AND TOPPING"
SPN,204764,0,"FOOD CUPBOARD","SPREADS AND TOPPING"
SPN,204766,0,"FOOD CUPBOARD","SPREADS AND TOPPING"
SPN,204767,0,"FOOD CUPBOARD","SPREADS AND TOPPING"
SPN,204768,0,"FOOD CUPBOARD","SPREADS AND TOPPING"
SPN,204769,0,"FOOD CUPBOARD","SPREADS AND TOPPING"
SPN,206558,0,"FOOD CUPBOARD",CONFECTIONERY
SPN,206559,0,"FOOD CUPBOARD",CONFECTIONERY
SPN,206560,0,"FOOD CUPBOARD",CONFECTIONERY
SPN,206561,0,"FOOD CUPBOARD",CONDIMENTS
SPN,206562,0,"FOOD CUPBOARD",CONDIMENTS
SPN,206563,0,"FOOD CUPBOARD",CONDIMENTS
SPN,206564,0,"FOOD CUPBOARD",CONDIMENTS
SPN,206565,0,"FOOD CUPBOARD",CONDIMENTS
SPN,206566,0,"FOOD CUPBOARD",CONDIMENTS
SPN,206567,0,"FOOD CUPBOARD",CONDIMENTS
SPN,206568,0,"FOOD CUPBOARD",CONDIMENTS
SPN,206569,0,"FOOD CUPBOARD",CONDIMENTS
SPN,206570,0,"FOOD CUPBOARD",CONDIMENTS
SPN,206571,0,"FOOD CUPBOARD","EDIBLE OILS AND GHEE"
SPN,206572,0,BEVERAGES,"NON ALCOHOLIC"
SPN,206573,0,"FOOD CUPBOARD",CONFECTIONERY
SPN,206583,0,"FRUITS- IMPORT",VEGETABLES.
SPN,206598,0,"HOME AND PERSONAL CARE",FRESHENERS
SPN,206600,0,"HOME AND PERSONAL CARE",FRESHENERS
SPN,206601,0,"HOME AND PERSONAL CARE",FRESHENERS
SPN,206603,0,"HOME AND PERSONAL CARE","PERSONAL WASH"
SPN,206605,0,"HOME AND PERSONAL CARE","ORAL CARE"
SPN,206606,0,"FOOD CUPBOARD",CONFECTIONERY
SPN,207220,0,"FOOD CUPBOARD","SPICES AND HERBS"
SPN,207221,0,"FOOD CUPBOARD","CANNED FOOD"
SPN,207222,0,"FOOD CUPBOARD","BREAKFAST CEREALS"
SPN,207223,0,"FOOD CUPBOARD",CONFECTIONERY
SPN,207224,0,"FOOD CUPBOARD",BISCUITS
SPN,207225,0,"FOOD CUPBOARD",BISCUITS
SPN,207226,0,"FOOD CUPBOARD",SAVOURIES
SPN,207228,0,"FOOD CUPBOARD",SAVOURIES
SPN,207229,0,BEVERAGES,"NON ALCOHOLIC"
SPN,207230,0,"FOOD CUPBOARD","SPREADS AND TOPPING"
SPN,207231,0,"FOOD CUPBOARD","SPREADS AND TOPPING"
SPN,207232,0,"FOOD CUPBOARD","SPREADS AND TOPPING"
SPN,207233,0,"FOOD CUPBOARD","HONEY  JAM AND MARMALADE"
SPN,207234,0,"FOOD CUPBOARD","EDIBLE OILS AND GHEE"
SPN,207235,0,"FOOD CUPBOARD","EDIBLE OILS AND GHEE"
SPN,207236,0,"FOOD CUPBOARD","GRAINS AND PULSES"
SPN,207237,0,"FOOD CUPBOARD","GRAINS AND PULSES"
SPN,207239,0,"FOOD CUPBOARD","GRAINS AND PULSES"
SPN,207241,0,"FOOD CUPBOARD","PASTA AND SPAGHETTI"
SPN,207242,0,"FOOD CUPBOARD","PASTA AND SPAGHETTI"
SPN,207243,0,"FOOD CUPBOARD","PASTA AND SPAGHETTI"
SPN,207244,0,"FOOD CUPBOARD","PASTA AND SPAGHETTI"
SPN,207245,0,"FOOD CUPBOARD","PASTA AND SPAGHETTI"
SPN,207246,0,"FOOD CUPBOARD","INSTANT MIX"
SPN,207247,0,"FOOD CUPBOARD",CONDIMENTS
SPN,203672,0,"HOME AND PERSONAL CARE","HAIR CARE"
SPN,203673,0,"HOME AND PERSONAL CARE","HAIR CARE"
SPN,203675,0,"HOME AND PERSONAL CARE","HAIR CARE"
SPN,203676,0,"HOME AND PERSONAL CARE","LAUNDRY CARE"
SPN,203677,0,"HOME AND PERSONAL CARE","HAIR CARE"
SPN,203680,0,"HOME AND PERSONAL CARE","HAIR CARE"
SPN,203683,0,"HOME AND PERSONAL CARE",FRAGRANCES
SPN,203687,0,"HOME AND PERSONAL CARE","SKIN CARE"
SPN,203688,0,"HOME AND PERSONAL CARE","HAIR CARE"
SPN,203690,0,"HOME AND PERSONAL CARE","MENS GROOMING"
SPN,203691,0,"HOME AND PERSONAL CARE","PERSONAL WASH"
SPN,203692,0,"HOME AND PERSONAL CARE","HAIR CARE"
SPN,203693,0,"HOME AND PERSONAL CARE","MENS GROOMING"
SPN,203694,0,"HOME AND PERSONAL CARE","PERSONAL WASH"
SPN,203695,0,"HOME AND PERSONAL CARE","HAIR CARE"
SPN,203696,0,"HOME AND PERSONAL CARE","PERSONAL WASH"
SPN,204770,0,"FOOD CUPBOARD",CONDIMENTS
SPN,204778,0,"FOOD CUPBOARD",FLOURS
SPN,204779,0,"FOOD CUPBOARD",CONFECTIONERY
SPN,204780,0,"FOOD CUPBOARD",CONFECTIONERY
SPN,204781,0,"FOOD CUPBOARD",CONFECTIONERY
SPN,204782,0,"FOOD CUPBOARD",CONFECTIONERY
SPN,204783,0,"FOOD CUPBOARD",SAVOURIES
SPN,204784,0,BUTCHERY,"FRESH BEEF"
SPN,204786,0,BUTCHERY,"LAMB BURKINA"
SPN,204788,0,"FOOD CUPBOARD",CONFECTIONERY
SPN,204789,0,BUTCHERY,"FRESH PORK"
SPN,204792,0,"FOOD CUPBOARD",CONFECTIONERY
SPN,204794,0,BUTCHERY,"FRESH CHICKEN"
SPN,204796,0,BUTCHERY,"FRESH CHICKEN"
SPN,204797,0,BUTCHERY,"FRESH CHICKEN"
SPN,204805,0,BUTCHERY,"SEA FOOD"
SPN,204808,0,"FOOD CUPBOARD","BAKING INGREDIENTS"
SPN,204809,0,"FOOD CUPBOARD","BAKING INGREDIENTS"
SPN,204810,0,"FOOD CUPBOARD",BISCUITS
SPN,204811,0,"FOOD CUPBOARD",BISCUITS
SPN,204812,0,"FOOD CUPBOARD",BISCUITS
SPN,204814,0,"FOOD CUPBOARD",CONFECTIONERY
SPN,204815,0,"FOOD CUPBOARD",CONFECTIONERY
SPN,204817,0,"FOOD CUPBOARD","INSTANT MIX"
SPN,206607,0,"FOOD CUPBOARD",CONFECTIONERY
SPN,206608,0,"FOOD CUPBOARD",CONFECTIONERY
SPN,206610,0,"FOOD CUPBOARD",CONFECTIONERY
SPN,206611,0,"FOOD CUPBOARD",CONFECTIONERY
SPN,206612,0,"FOOD CUPBOARD",CONFECTIONERY
SPN,206613,0,"FOOD CUPBOARD",CONFECTIONERY
SPN,206614,0,"FOOD CUPBOARD",CONFECTIONERY
SPN,206615,0,"FOOD CUPBOARD",CONFECTIONERY
SPN,206616,0,"FOOD CUPBOARD",CONFECTIONERY
SPN,206617,0,"FOOD CUPBOARD",CONFECTIONERY
SPN,206618,0,"FOOD CUPBOARD",CONFECTIONERY
SPN,206623,0,"FOOD CUPBOARD",CONFECTIONERY
SPN,206624,0,"FOOD CUPBOARD",CONFECTIONERY
SPN,206625,0,"FOOD CUPBOARD",CONFECTIONERY
SPN,206627,0,"FOOD CUPBOARD",CONFECTIONERY
SPN,206628,0,"FOOD CUPBOARD",CONFECTIONERY
SPN,206629,0,"FOOD CUPBOARD",CONFECTIONERY
SPN,206630,0,"FOOD CUPBOARD",CONFECTIONERY
SPN,206631,0,"FOOD CUPBOARD",CONFECTIONERY
SPN,206632,0,"FOOD CUPBOARD",CONFECTIONERY
SPN,206633,0,"FOOD CUPBOARD","HONEY  JAM AND MARMALADE"
SPN,206634,0,"FOOD CUPBOARD","SPREADS AND TOPPING"
SPN,206635,0,"FOOD CUPBOARD",CONFECTIONERY
SPN,206636,0,"FOOD CUPBOARD",CONFECTIONERY
SPN,206637,0,"FOOD CUPBOARD",CONFECTIONERY
SPN,206638,0,"FOOD CUPBOARD",CONFECTIONERY
SPN,207248,0,"HOME AND PERSONAL CARE",DISPOSABLE
SPN,207249,0,"FOOD CUPBOARD","CANNED FOOD"
SPN,207250,0,"FOOD CUPBOARD","SPREADS AND TOPPING"
SPN,207251,0,"FOOD CUPBOARD","SPREADS AND TOPPING"
SPN,207256,0,"HOME AND PERSONAL CARE","INFANT AND BABY CARE"
SPN,207257,0,"HOME AND PERSONAL CARE","INFANT AND BABY CARE"
SPN,207258,0,"HOME AND PERSONAL CARE","INFANT AND BABY CARE"
SPN,207259,0,"HOME AND PERSONAL CARE","INFANT AND BABY CARE"
SPN,207261,0,"HOME AND PERSONAL CARE","ORAL CARE"
SPN,207263,0,"HOME AND PERSONAL CARE","HEALTH AND WELLNESS"
SPN,207264,0,"HOME AND PERSONAL CARE","HEALTH AND WELLNESS"
SPN,207265,0,"HOME AND PERSONAL CARE","FEMININE CARE"
SPN,207266,0,"HOME AND PERSONAL CARE","FEMININE CARE"
SPN,207267,0,"HOME AND PERSONAL CARE","FEMININE CARE"
SPN,207268,0,"HOME AND PERSONAL CARE","FEMININE CARE"
SPN,207269,0,"HOME AND PERSONAL CARE","FEMININE CARE"
SPN,207270,0,"HOME AND PERSONAL CARE",FRAGRANCES
SPN,207273,0,"HOME AND PERSONAL CARE",FRAGRANCES
SPN,207274,0,"HOME AND PERSONAL CARE",FRAGRANCES
SPN,207275,0,"HOME AND PERSONAL CARE",FRAGRANCES
